Sr No,Event,Article ,Headline,Publisher,Label
36,CAA,"As the year ends, by snatching Jharkhand from the BJP?s command, the Congress is probably having the last laugh. Anti-BJP protests and demonstrations across the country against the Citizenship Amendment Act (CAA) and the National Register of Citizens (NRC) have certainly punctured the larger-than-life image projected about Prime Minister Narendra Modi. It has deflated electorally also in Jharkhand. Hopefully, the Jharkhand results will not make the Congress over-confident about its prospects in the forthcoming Assembly elections, particularly in Delhi. At present, the party needs to pay strategic importance to its anti-BJP campaign even if this demands an alliance with a regional party. Regarding Jharkhand, the Congress acted shrewdly by allying with a regional party prior to the Assembly elections than choosing to deliberate on its options after the declaration of the results. Besides, its protests against the CAA and the NRC has apparently not been ignored by voters.

Amit Shah needs to perhaps deliberate on his confidence about remaining in power for 50 years because of the 2019 parliamentary victory. One needs to view his 50-year ?obsession? from another angle. He may be around, but there is no guarantee that he?d still be in power.

There is also a severe temporal lapse in the BJP?s drafting of the NRC as well as the CAA. The selection of the year 1971 for registering citizens in keeping with the NRC, which has so far not extended beyond Assam, is fairly puzzling. The framers of the NRC presumed that they will take little time in implementing it beyond Assam. India is not Assam, nor is it just Gujarat or Jammu and Kashmir (J&K).

Some importance should also be given to this nation?s functioning in keeping with its Indian Standard Time. Everything does not get done in time here. So, I am wondering, by the time some designated officials land up at the houses of those born before 1971, on the basis of God knows which data, there is no guarantee that those persons would be around. Okay, digital technology is assumed to have made everything a lot faster. But it was not around in the 1970s and earlier. How will midwives (dais) responsible for the birth of many prior to the 1970s be traced? Also, I have not heard of midwives having kept any record of the births they assisted in. With respect to those born in hospitals prior to 1971, the possibility of their certificates being retrieved from there is as good as non-existent. Besides, there is the ?name? issue.

Nowadays, even a minor difference in spelling of names in various identity cards one is supposed to have can spell a major headache. Earlier, usually, only nicknames were decided at the time of birth. The birth certificates of many, if they exist, prior to the 1970s don?t have the same name which was later chosen formally. Most educated and urban Indians are at present loaded with too many identity cards and documents required for verification: Driving license, birth-certificate, educational certificates, passport, PAN card, bank-statement, proof of having paid income tax, voter-ID and of course the Aadhaar card. The last needs to be linked with registered mobile numbers, PAN cards, bank accounts and I am not aware if new rules would include some other documents, including verification by neighbours with documents to prove their identity.

It is really mind-boggling as to how many more identity cards each Indian is likely to be commanded to have. When Aadhaar cards were made compulsory, we ensured that all family members got theirs, by using the services of private agents. Since an elderly member was bedridden, the agent came home for his photograph, fingerprints, etc and his card was made. Earlier, the concerned government unit was approached to facilitate the same service. It took more than a year to respond and got in touch with us after the member had expired. This is just a mild indicator of the lapses still prevalent in the Indian system, because of which it is impossible to expect immediate, accurate as well as complete data to be officially recorded about each and every citizen.

This writer has also learnt of cases of the Aadhaar card displaying the incorrect gender. No person ? male, female, transgender or of any gender ? would like to be identified wrongly, gender-wise. Of course, these errors have been corrected but not instantly or just within a few days.

Even if the present leaders remain confident about the NRC and the CAA being prepared in 50 years, as per IST, why don?t they look into the future; and start keeping records from 2020 than waste money and time in digging up the past?

It may be wiser for the government to give some importance to keeping a record of the blood group of each citizen. It should. It must. This will save time when, God forbid, any person reaches the stage of needing blood supply. Blood group is not decided by race, religion, caste, class and/or any other ethnic division. All my family members have different blood groups. Being accident-prone, they have needed blood more than once. Who knows, which and how many Indian citizens? blood flows through my veins? I just know that it is Indian. Only in films, siblings with the same blood group turn up to save their parent from the jaws of death and thus get reunited.

The unity being voiced by Indians against the CAA and the NRC cannot be taken lightly. It is a wake-up call for all, including ones obsessed by a 50-year syndrome. And this is not a laughing matter. The new generation is charting a new chapter for the coming years!",CAA & NRC are a wake-up call for all Indians,Deccan Chronicle,
37,CAA,"The Muslim community, in short, viewed the course of politics since 2014 as a series of defeats. Determination to reacquire political relevance found expression in the anti-CAA stir, aided and abetted by those who had other political scores to settle with the Modi Government

There are two very conflicting versions of the anti-Citizenship (Amendment) Act movement that are doing the rounds. Both need dispassionate scrutiny if we are to anticipate the future trends in Indian politics.

The first narrative would have us believe that the anti-CAA stir is essentially an uprising of civil society against a bid by the Narendra Modi Government to steer India towards a majoritarian state. According to this point of view, the CAA may seem innocuous at first glance but in effect prepares the groundwork for relegating Muslims to the status of second-class citizens. Although the way this argument has been translated into political messaging in the grassroots would suggest that Indian Muslims must henceforth prove their Indian citizenship with documentation, the more sophisticated of the anti-CAA concede that there is nothing in the laws for the state to undertake such a draconian exercise. Their contention is that it could happen and a pre-emptive strike to negate all discriminatory practices is imperative.

The second feature of this narrative is that the anti-CAA stir is presented as an uprising of civil society and includes a wide cross-section of society. In particular, it is held that students, Dalit organisations and all minority communities are involved in defeating the Modi Government?s project. It is also being held that the CAA is against the tenets of the Constitution and will be struck down by the Supreme Court after the hearings resume in April.

Initially, the parliamentary opposition was slow to react to the CAA. The hearings of the Select Committee weren?t marked by too much acrimony ? although dissenting notes were submitted. The Opposition believed that the main opposition to the CAA would happen in Assam and the North-eastern States and would be linked to the pre-existing disquiet against outsiders and all foreigners ? Hindus and Muslims. The Opposition felt that the real pressure on the Government would come from these areas and that the rest of the country would be largely unaffected. Certainly, there was no anticipation that the Muslim community would react so adversely to a legislation that was aimed at benefitting small communities of refugees. In hindsight, the Opposition has merely piggy-backed on a movement that has been initiated and nurtured by community organisations.

The alternative narrative presented by the Modi Government sees the CAA as attending to a long-standing issue centred on the loose ends of Partition. It has proceeded on the assumption that while illegal immigration from Bangladesh is difficult to contain, the issue would become more manageable and politically rewarding if a distinction could be made between refugees who had fled from religious persecution and those who had entered India for other regions. If the refugees were driven by a push factor, the infiltrators were pulled towards India by economic considerations.

Underlying this distinction between refugees and infiltrators was the unstated conviction that India was the natural homeland for all Hindus. The CAA, in effect, guaranteed a right of return to all Hindus of the subcontinent. Coming to the anti-CAA stir, the Government too was taken by surprise when Muslim protests erupted all over West Bengal on December 13 ? two days after Parliament passed the Bill ? and quickly spread to the Muslim-dominated campuses of Aligarh and Jamia Milia Islamia, Delhi. Hostile demonstrations were anticipated in Assam and the North-eastern States and the Government was prepared to meet these with a combination of persuasion and firmness. There does not appear to have been any corresponding strategy for the protests in the rest of India. Once the protests escalated, the narrative of the BJP and the Government shifted focus to the composition of the protests. The Government was always clear in its mind on two things.

First, that the composition of the demonstrations and the geography of the protests clearly indicated that it was a pre-planned Muslim uprising.

Secondly, it was also felt that the CAA was incidental to the protests. The Muslim community, it was felt, was smarting over the fact that in two successive general elections, the BJP and Narendra Modi had coasted to outright victory without any Muslim support. Modi had not only undermined the political clout of the Muslim community; he had added to the insult by enacting three laws that many Muslims felt were inimical to their community interests. The first was the triple talaq legislation, the first time Muslim personal laws were altered since 1940. The second was the abrogation of Article 370 in Jammu & Kashmir, a long-standing BJP election commitment that the pundits felt could never be implemented. Thirdly, there was the CAA which clearly distinguished between Hindu refugees and Muslim infiltrators. In principle, by stating that those who were deemed illegal immigrants were ineligible for citizenship, the CAA has left the door open for deportation of foreigners. The CAA also ruled out the possibility of India granting any form of asylum to Muslim Rohingyas fleeing Bangladesh. Finally, the simmering disquiet over the Supreme Court verdict in the Ayodhya case was waiting to find an outlet.

The Muslim community, in short, viewed the course of politics since 2014 as a series of defeats. The determination to reacquire political relevance found expression in the anti-CAA stir, aided and abetted by those who had other political scores to settle with the Modi Government.

What is being witnessed in today?s India is a sharply polarised environment based on two very different narratives. India is actually witnessing a sharply ideological division which won?t easily be resolved.  ",CAA protest is Muslims' pent-up ire against Modi,The Pioneer,
38,CAA,"The European Union (EU) Parliament is set to debate a clutch of resolutions on various policies of the Narendra Modi government, ranging from the Citizenship (Amendment) Act (CAA) to the changes to Article 370. The Bharatiya Janata Party-led government?s ideological push has generated domestic challenges, be it in the form of sullen anger among locals in Kashmir or the protests against the CAA. But it has also generated a major international challenge, with criticism about the weakening of democracy in India.

To be sure, the EU Parliament does not reflect the will of the independent, sovereign governments that make up the Union. Additionally, the resolutions and statements by Members of the European Parliament lack any binding authority. It is also true that India?s external adversaries, and ideologically driven groups, have often pushed exaggerated propaganda. And there can be no arguing that the issues that are discussed are India?s business. But the onus rests on Delhi to allay apprehensions. It cannot play up foreign points of view when favourable (remember it invited MEPs to Kashmir), and dismiss them as irrelevant when unfavourable. India needs to restore its image as a healthy democracy, committed to pluralism. Fix the product, and the messaging.",India needs to restore its image as a pluralist democracy,The Hindustan Times,
39,CAA,"The Union law minister has assured the nation that while there is a possibility of the National Register of Citizens being implemented, it would be done on the basis of rules defined after exhaustive consultation. If the sustained protests across the country against the NRC as well as the Citizenship (Amendment) Act are any indication, India?s citizens remain deeply suspicious about the real intent of these measures. The contentious nature of the CAA, which seeks to redefine citizenship through a selective filter of faith, is one reason for the public outrage. The mixed signals coming from the top have also helped fan the flames. Earlier, the prime minister had said that talks of a pan-India NRC have not taken place. Narendra Modi, who seemed to be contradicting the views of his colleagues, including the home minister, is now, in turn, being contradicted by the Union law minister. If the claim of talks of a countrywide NRC, as Mr Modi said, is indeed speculative, how is it that the Union law minister spotted the ?possibility? of the NRC being imposed on the nation at some point?

Perhaps this is all a part of the Bharatiya Janata Party?s game plan. A smokescreen, the result of inconsistent pronouncements, is often useful to mask intent. It is the discriminatory nature of the CAA-NRC that makes such subterfuge necessary. The proposal is not just unconstitutional: providing citizenship on the basis of religion goes against constitutional tenets. What is equally objectionable ? this point seems to have got lost amidst the noise ? is that the NRC, the CAA cannot be looked at independently, proposes to shift the burden of proof of citizenship on citizens themselves. Why should Indians, most of whom possess relevant documentary evidence of some form, be made to experience the indignity of having to declare their place in the country to a government that has been elected by them? This is an inversion of the basic contract that binds citizens to their government. Yet, the BJP is convinced that electoral majority has given it the licence to subject the people, rather than its government, to tests of fidelity to citizenship or, as the disastrous demonetization exercise showed, to financial integrity. Ideally, in a democracy, the people are invested with the power to hold the government accountable. But in New India, it is the government that is attempting to render the people powerless in this respect.","NRC, CAA talk all upside down",The Telegraph,
40,CAA,,,,
41,Rafale Deal,"The price-redacted audit report on the process to acquire 36 Rafale fighter jets is unlikely to bring closure to the controversy over the deal. The report of the Comptroller and Auditor-General of India tabled in Parliament comes in the midst of a vigorous campaign by the Opposition that is questioning the process, based on media revelations about possible lapses and deviations and significant points raised by dissenting members of the Indian Negotiating Team (INT). The Modi government can draw comfort from the fact that the CAG report concludes that the 2016 agreement is slightly better in terms of both pricing and delivery than what was under negotiation in 2007 during the UPA regime. However, the report does not allay all doubts. Pegged at 2.86%, the price advantage in the contract over the 2007 offer is marginal. It is a far cry from the 9% saving claimed by the government. The delivery schedule is only one month sooner than the estimated outer limit in the earlier process. The CAG has found fault with Dassault Aviation being allowed to retain the gains made by the absence of a bank guarantee, which, if executed, would have come with significant charges. Disappointingly, the CAG has not quantified this amount, though it declares that it should have been passed on to the Defence Ministry. The 2007 price offered by Dassault included bank charges, and its absence in the 2016 contract is a clear benefit to the company. In other words, the ?advantage? is lower than the 2.86%.

While the key question of pricing is sought to be resolved by the CAG by comparing the auditors? aligned price with the INT?s computation, some issues remain unaddressed. The original issue of bringing down the total acquisition from 126 to 36 aircraft does not draw much comment. Also, the huge outgo on the India-Specific Enhancements (ISEs), despite the final figure being projected as a 17% saving on the aligned offer, is something that requires deeper examination. While auditing the earlier process, the CAG found that ISEs were upgrades allowed to be made so that Dassault?s bid would be compliant with qualitative requirements. Even a team of Ministry officials that examined in March 2015 the integrity of the earlier process concluded that ?the acceptance of [Dassault?s] additional commercial proposal after bid submission date... was unprecedented and against the canons of financial propriety.? Dassault was not the lowest bidder in the earlier process, and its technical bid had been rejected. Perhaps, this presented an opportunity to the present regime to reopen the entire process to buy Medium Multi-Role Combat Aircraft (MMRCA) and invite fresh bids. However, it chose the IGA route with France, possibly for diplomatic reasons. The CAG identifies as a major problem the fact that the technical requirements are too narrowly defined for most vendors to comply with. The message from the report is that defence acquisition processes require reforms and streamlining.",The CAG report does not allay all doubts about the Rafale deal,The Hindu,
42,Rafale Deal,"With the tabling of the Comptroller and Auditor General?s (CAG) report on the Rafale fighter aircraft deal in Parliament, both BJP and Congress are claiming vindication. While the ruling party is pointing to the report?s finding that the fighter jet deal negotiated by it in 2016 was 2.86% cheaper ? per unit basis ? than the 2007 deal for the same aircraft that was being negotiated by the previous UPA regime, Congress is still hinting at impropriety because the report redacts the actual prices of the aircraft and associated components.

In fact, CAG itself finds comparing the two deals ? UPA?s 126 aircraft and NDA?s 36 aircraft ? quite challenging. Not only were the quantities different, the auditor also had to factor in price escalation over the intervening years as well as differences in the packages themselves. UPA?s 126 aircraft deal had a significant transfer-of-technology component unlike NDA?s 36 aircraft in flyaway condition. Nonetheless, the CAG report lays out the reasons for the cancellation of the UPA deal as Rafale?s French manufacturer Dassault Aviation refusing to provide guarantee for the aircraft that were to be produced by Hindustan Aeronautics Limited and failure to determine the manpower cost of manufacturing in India. This setback after a 15-year procurement process had created a real crisis for the Indian Air Force whose fighter squadrons are fast depleting.

But BJP may have scored a self-goal when it declared after coming to power that it would get a better fighter aircraft deal. As the CAG report shows, three items of the new Rafale deal including the basic aircraft were procured at the same price as the old deal. It also indicates that the marginal price drop overall happened at the cost of removal of banking and performance guarantees, a standard feature of such contracts. Congress is bound to play this up, and political fisticuffs will continue.

On several matters, the Narendra Modi government has failed to answer the opposition?s questions clearly and unequivocally. To cite one of very many, why can?t the price of the Rafale jet be revealed to a select parliamentary panel, especially as estimates are widely available and cannot be tough to find out for anyone determined to dig? Opacity in the government?s arguments has enabled the opposition to look for advantage. Finally, if this is the tortuous path that every defence procurement has to take, it is a tragedy. A better defence procurement process needs to be worked out expeditiously for the sake of national security.","CAG?s Rafale report: Political fisticuffs will continue, India?s defence procurement is in a mess",The times of India,
43,Rafale Deal,,,Bloomberg,
44,Rafale Deal,,,The Wire,
45,Rafale Deal,,,The Indian Express,
46,Rafale Deal,"The Supreme Court has prodded the Centre again on the controversial Rafale fighter purchase terms. Earlier court directions had to do with the selection process, but more searching questions are now being asked, mainly on two issues: pricing and the offset deal between Dassault and an Indian private player. The government might take cover under the Officials Secrets Act on not disclosing the pricing of a deal already being fulfilled by India with the first payment made to Dassault. It would, however, be in everyone?s interest for the Centre to be more forthcoming on the deal than it has been ? in Parliament and in the Supreme Court. Perhaps it?s too late to take the major Opposition leaders into confidence on the deal?s broader aspects.

There?s never been any doubt on the Rafale?s quality and weapon capabilities. But public money is being spent and questions will be asked. It?s up to the government to satisfy those who want to know more about the new deal, after the deal envisaged by the UPA government was altered. Also, India has a right to know if a bribe or unfair commission was built into the deal as a not so well-equipped private player, with little previous history of defence manufacturing, is among many with offset deals that will see money ploughed back into making parts and subsidiary systems in India. While disclosures may be a concern over the nature of tactical weaponry being revealed if the pricing details were to be made public, there is little need not to be forthcoming on the offset deals if suspicions are to be cleared.",Rafale deal: Come clean,Deccan Chronicle,
47,Rafale Deal,,,The Pioneer,
48,Rafale Deal,"There?s no such thing as a benign Comptroller and Auditor General (CAG) report. The government?s auditor is expected to be finicky and puritanical when it comes to processes and finances ? and it is usually that. The report by CAG on the Indian Air Force?s acquisitions that was tabled in Parliament on February 13, is just that, although not in a way that either the government or the opposition would want. The report is on 11 air force purchases, although much of the focus has been on one deal ? the purchase of 36 Rafale fighters through an Inter-Governmental Agreement (IGA) between India and France.

At one level, the report on Rafale, is a vindication of the government?s stance that it bought the aircraft at a lower price than in an older deal negotiated by the Congress-led United Progressive Alliance (UPA), and scrapped in March 2015. At another, by highlighting the absence, in the new deal, of financial and performance guarantees on around 25% of the cost of the old deal, the government?s auditor has explicitly articulated its point of view that Rafale maker Dassault Aviation has saved some amount of money and not passed it on to the government of India. This, the fact that the offsets part of the deal will only be dealt with in a subsequent report, and the report?s mere restatement of the government?s position on the lack of financial and performance guarantees in the new deal will likely provide enough material for the Congress and other parties to continue to ask questions about the deal. The big message in the CAG report, though, isn?t any of this. Anyone reading the report cannot but be appalled at the way the defence procurement process works in India. It is, at best, inefficient, and at worst, opaque.

Sample this: the government spent four years, between 2000, when it first set out to buy the much-needed fighter jets, and 2004, deciding whether the purchase should be done on a so-called single-source basis or through a competitive bid. The government in charge was the first edition of the National Democratic Alliance (NDA). Or this: in November 2004, having decided to opt for the competitive bidding route, the government put out a Request for Interest. The CAG report says the only thing this contributed to the process was a delay. Sure enough, the Request for Quotations didn?t go out till August 2007. The government of the day? The first edition of the UPA. The bureaucracy and the defence establishment seem to have done their bit too. The CAG report is especially harsh on the narrow definition of Air Staff Qualitative Standards or ASQRs, and the arrival of the benchmark price, which seems to be without basis ? a committee under UPA-1 came up with a price 47% lower than the lowest bid in the case of the old deal; the Indian negotiation team for the IGA under the NDA, started with one that was 57% lower. The CAG terms both prices unrealistic.

In what must cause discomfort to the UPA, the report says Dassault was treated preferentially in the old deal. Indeed, the fighter didn?t meet nine of the ASQRs; the company was allowed to change its technology and price bid. CAG also says a competing bid from the European Aeronautic Defence and Space Company (EADS) was also non-compliant. Interestingly, after the deal was all but done, in June 2012, the then defence minister asked for an overview of the entire process. By the time this overview was complete, the government had changed. This overview, results of which were submitted in March 2015, found bids of both Dassault and EADS non-compliant and recommended that the process be restarted.

And so, 15 years after the process began, India found itself at the starting point again. A reading of the CAG report shows that this isn?t unique to the fighter deal. It mentions a 2012 acquisition of 11 Doppler Radars by the Air Force, which took 96 months, and points out that the India Meteorological Department, also a government department, took a mere 11 months to acquire the same equipment. Irrespective of what their positions may be on the Rafale deal, the government and the opposition need to agree that the defence acquisition process needs an overhaul. The new government (whichever one) that takes over in May would do well to set up a Joint Parliamentary Committee to do this.",CAG report on Rafale highlights the flawed process,The Hindustan Times,
49,Rafale Deal,"When an institution that believes in hi-tech surveillance of ordinary citizens fails to prevent some of its most precious documents from being stolen, it is the stuff of pure comedy. Only when that institution is the government of a country, it is no longer comic but dangerous. The Bharatiya Janata Party-led government at the Centre has declared that crucial documents relating to the Rafale deal have been stolen. The dangers this implies are multiple. The disconnect is dizzying: while the ministry of home affairs empowers Central agencies to snoop on citizens? computers to stop crime and terrorism, the defence ministry is blind to the thieves in its midst. While the BJP?s minions seize ?anti-nationals? and mobs kill people from minority groups in the name of cow protection while beating up Kashmiris on the side, a targeted little burglary is executed in the building that houses the defence and foreign ministries and the Prime Minister?s Office. This argues incompetence of such gigantic proportions that comedy vanishes. It must have been this incompetence that allowed a private vehicle loaded with explosives to destroy a truck full of jawans amid a military convoy on a highly protected route. It is the same incompetence, this time in propaganda, that has ministers and officials scrambling to reach an agreement on the number of dead militants in Balakot.

There is, shamefully enough, another side to the government?s declaration. The allegedly stolen papers were used by a newspaper to expose dubious aspects of the Rafale deal. The government appears unable to conceal its anxiety that these documents might be used as evidence in court. Perhaps it hopes that if they have been stolen ? a charge not made when the newspaper used them ? their ?unclean? source may discredit them as evidence. To distract attention from a mess that is obviously far from simple, the government, through its mouthpiece in court, is talking of the newspaper?s supposed violation of the Official Secrets Act. Wielding laws is the easy way out. More dangerous, however, is the Narendra Modi-led government?s attitude towards journalism. Independent thinking, analysis, criticism and pursuit of truth for public interest are simply impermissible. But it may become a bit awkward if the media now begin concentrating on finding out how the Rafale papers were stolen.",Missing Rafale papers would be pure comedy if it weren't dangerous,The Telegraph,
50,Rafale Deal,"Preparations for the Ram mandir bhoomi poojan in Ayodhya, scheduled for August 5, are on in full swing, with the city being painted in yellow ? the colour of knowledge and auspiciousness.

The prayers and the ceremony are to start Tuesday morning with the worship of Lord Hanuman?s mark in Ayodhya, as he is believed to preside over the city. The programme was scheduled for Sunday but was postponed due to the weekend lockdowns in Uttar Pradesh amid the coronavirus pandemic.

Continuous Akhand Ramayan recitation in all local temples and a Deepotsava by lighting oil lamps in houses, temples and the Saryu River on the night of August 4 and 5 have been announced.


An invitation to the programme, written in red and black over a yellow background, has already been mailed to the guests, asking them to be present at Karsevakpuram in Ayodhya by Tuesday 4 pm for the historical bhoomi poojan. The event on Wednesday is to be attended by Prime Minister Narendra Modi.

Sources close to the Shri Ram Janambhoomi Teerth Kshetra Trust, which is the organiser of the event, said that the list of more than 260 invitees has been trimmed to 175, to ensure social distancing.

Ram mandir bhoomi poojan, Ram temple bhoomi poojan, Ayodhya ram temple, August 5 bhoomi poojan, PM Modi bhoomi poojan, Ram mandir bhoomi poojan date, Ram mandir bhoomi poojan time, ram mandir bhumi pujan, indian express Fire brigade personnel sanitise the area near Saket Degree College ahead of the ground breaking ceremony for the Ram Temple, in Ayodhya. (Photo: PTI)
The list includes 133 saints and seers from 36 spiritual traditions all over the country, along with BJP leaders, Rashtriya Swayamsevak Sangh (RSS) office bearers and dignitaries connected to the Vishva Hindu Parishad (VHP), among others.

A few confirmed names, apart from PM Modi, are UP Governor Anandi Ben Patel, CM Yogi Adityanath, RSS chief Mohan Bhagwat and Trust president Mahant Nritya Gopal Das.

On Wednesday, PM Modi is expected to start the event by offering prayers at the famous Hanuman Garhi temple, where he is scheduled to spend no more than seven minutes. He is then expected to visit the makeshift Ram Lalla temple made of wood and glass, where he will be given chandan and prasad after he offers flowers to the deity.


The bhoomi poojan will include chanting of mantras, and after shovelling the earth, worship of the ground and the shila. As per officials in Ayodhya, a 22.60 kg brick made of pure silver will be used for the bhoomi poojan ceremony.

Keeping in mind Covid norms, arrangements are such that all those attending will sit at a distance of six feet from each other. Only five people, including PM Modi, Anandi Ben Patel, Adityanath, Bhagwat and Mahant Das are expected to sit on the main stage.

Following the Wednesday programme, the construction of the temple will begin in full swing. Members of the trust claim the construction will take between six months and a year.",,,
