Sr No,Event,Article ,Headline,Publisher,Label
202,,"The erstwhile Planning Commission had been on the decline since 1991, much before the final blow was delivered to it by the present regime in 2014. At some point, the charge of the Planning Commission was entrusted to eminent experts, many of whom had trained in neoliberal schools. This did not fit well with the imperative for an inclusive and equitable path of economic development in India, which is a socially hierarchical and economically iniquitous society.",,,
203,,"In the original Nehruvian vision, the public sector was entrusted with the economy, given the weak market mechanism which was dominated by mercantile capital and a feudalistic system, especially in rural areas. Even then, the Planning Commission controlled only half of the total investment in India, since what was consciously adopted was a mixed economy system. It also fitted well with our republican democratic Constitution. The rise of neoliberalism, the decline of erstwhile socialist regimes worldwide, and the rise of right-wing market fundamentalists within the country paved the way for the demise of the Planning Commission. Its replacement by NITI Aayog looks more apologetic than substantial for the task of transforming a deeply unequal society into a modern economy that ensures the welfare of all its citizens, irrespective of their social identity.

It has no role in influencing, let alone directing, public or private investment. It does not seem to have any influence in policymaking with long-term consequences (for instance, demonetisation and the Goods and Services Tax). NITI Aayog is supposed to be a think tank. This implies that while generating new ideas, it maintains a respectable intellectual distance from the government of the day. Instead, what we see is uncritical praise of government-sponsored, acronym-infested schemes. It sings paeans to the virtues of the private corporate sector as the saviour of the Indian economy without realising, let alone appreciating, the foundational and socially oriented contribution of India?s vast public sector.

How can a country like India transform itself with new ideas and strategies if it doesn?t have a paradigm of planning for development? How can it lift its poor? How can we ensure that every working member of the Indian population has a decent job with at least a minimum wage and social/employment security? Why doesn?t it occur to the political leadership to ask why more than 90% of those in the workforce slog in the unorganised sector ? in small farms and tiny non-farm establishments ? with two-thirds of the total being working poor? Why don?t they ask why more than half the workers in the organised sector end up as ?insecure? or ?informal? labour? Why is the labour force participation rate of women so low and declining when neighbours like Bangladesh have registered an increasing trend? Why do the Dalits and Adivasis continue to be at the bottom of the ladder in every conceivable social and economic indicator of well-being? Why do regional, gender and other inequalities based on social identity keep increasing?

India requires planning that addresses social justice, reduces regional and gender inequalities, and ensures environmental sustainability.",,,
204,,"In line with the Government of India?s approach of less government and a move away from centralised planning, the NITI Aayog with a new structure and focus on policy willÿ>replace the 64-year old Planning Commissionÿthat was seen as a vestige of the socialist era. The new body, conceived more in the nature of a think-tank that will provide strategic and technical advice, will be helmed by the Prime Minister with a Governing Council of Chief Ministers and Lt. Governors, similar to the National Development Council that set the objectives for the Planning Commission. The NITI Aayog seeks substitute centralised planning with a ?bottom-up? approach where the body will support formulation of plans at the village level and aggregate them at higher levels of government. In short, the new body is envisaged to follow the norm of cooperative federalism, giving room to States to tailor schemes to suit their unique needs rather than be dictated to by the Centre. This is meant to be a recognition of the country?s diversity. The needs of a State such as Kerala with its highly developed social indicators may not be the same as that of, say, Jharkhand, which scores relatively low on this count. If indeed the body does function as has been envisaged now ? and the jury will be out on that ? States will, for the first time, have a say in setting their own development priorities. One significant change of note is that one of the functions of the body will be to address the needs of national security in economic strategy. Nowhere is this more relevant than in the area of energy security where India, unlike China, has failed to evolve a coherent policy over the years. Similarly, networking with other national and international think-tanks and with experts and practitioners, as has been envisaged, will add heft to the advice that the NITI Aayog will provide. To deflect criticism that this will be a free-market institution that ignores the deprived, the government has taken care to make the point that the body will pay special attention to the sections of society that may not benefit enough from economic progress. How this operates in practice will bear close watching. Interestingly, though it will not be formulating Central plans any more, the NITI Aayog will be vested with the responsibility of monitoring and evaluating the implementation of programmes. Thus, while the advisory and monitoring functions of the erstwhile Planning Commission have been retained in the new body, the executive function of framing Plans and allocating funds for Plan-assisted schemes has been taken away. But who will now be responsible for the critical function of allocating Plan funds? Hopefully, there will be greater clarity on this aspect in the days ahead.",,,
205,,"The first meeting of NITI Aayog?s Governing Council was held in February 2015. Thereafter, three Sub-Groups of Chief Ministers were constituted by the Prime Minister, one each on rationalization of centrally sponsored schemes, skill development, and Swacch Bharat, with NITI Aayog acting as the secretariat. During its first three months, it initiated the work relating to the Mid-Term Appraisal of the Twelfth Five-Year Plan. All the three Sub-Groups of Chief Ministers submitted their reports during the year 2015?16. In the finalization of these reports, the officials of NITI Aayog seemed to have played their role more as agents of the Central Government than as technical advisers. This was evident from the fact that just a day after the presentation of the report of the Sub-Group of Chief Ministers on Rationalisation of Centrally Sponsored Schemes, the Ministry of Finance issued a notification without taking on board most of its recommendations. The fate of the reports by the other two Sub-Groups seems to have been similar.
In the second year of its operation, a second meeting of the Governing Council was held, which emphasized the shift in focus from planning to policy to influence the decisions of the private as well as the public sectors. The conference also emphasized the need for greater interaction between the Centre and the States. In this context, it was suggested that NITI Aayog should act as a repository of best practices for States and provide them advocacy support in resolving matters pending with the Union Ministries.

The Aayog took up the pending cases of the State of Telangana with the Union Ministries concerned while requesting other States to make use of its intermediation. But in retrospect, this role was more recommendatory and most of its suggestions were not acted upon by the Union Ministries concerned.

The Aayog also held a conference in July 2017 with the States to discuss their role in transforming India. However, the actions taken on the suggestions made by the States are still not known.

It also published a number of papers on sectors like agriculture, health, education, skill development, managing urbanization, power, infrastructure, social justice, etc. In the area of policy advocacy, it prepared a draft bill on agricultural land leasing and one on regulatory reforms, and completed the appraisal of the Twelfth Five-Year Plan suggesting policy correction in a number of areas. Most of these areas are in the domain of States. During the year 2016?17, the Aayog included, under the label of ?notable initiatives?, the constitution of a Committee of Chief Ministers on Digital Payments and initiated the process to develop identified islands for maritime trade, shipping, and fisheries, all areas identified as priority by Central Government.

The Aayog prepared the first-ever indices measuring States? performance in health, education, and water management. It also discussed issues relating to the removal of distinction between Plan and non-Plan expenditure, and the attainment of targets set under Sustainable Development Goals (SDGs) with State officials. Further, it took up the formulation of a Fifteen-Year Vision document as well as a Seven-Year Strategy and a Three-Year Action Agenda to ensure implementation of the Vision. Of these, the Three-Year Action Agenda has already been released and placed in the public domain. There is no evidence that the States have participated in the preparation of this Vision.

The Aayog?s Annual Report gives a detailed account of its work during the year 2017?18. Of relevance to Union?State relations is the draft roadmap for the development of the Northeastern and Eastern States, which is laudable. There is a separate section devoted to cooperative federalism. The report highlights two key aspects, and these relate to the joint development of the national developmental agenda by the Centre and the States, and the advocacy of State perspectives with Central Ministries. It also lists a series of initiatives to ensure that ?States are equal partners in the policy-making and implementing process?. Among the items listed are the third meeting of the Governing Council, the National Conference of Chief Secretaries on drivers for transforming India, and several initiatives relating to agriculture.",,,
206,,"The major complaints of States in regard to the functioning of the Planning Commission remain unaddressed. The complaints have largely been on the perception that the Centre is encroaching upon the States? responsibilities; imposing its own priorities while funding; assuming, without basis, that governance in States is weak despite the Union?s own dismal record in administering Union Territories; taking credit for schemes that are jointly funded; and continuing to advocate a one-size-fits-all approach in administration. The Aayog has missed some opportunities to make a qualitative difference. The CSS had to be reformed in the light of the recommendations of the Fourteenth Finance Commission.

Though the Niti Aayog was involved in the process, the manner in which these schemes were modified shows that the effort was only to shift greater responsibility onto States in terms of financing. The reform does not in any manner reflect the qualitative change in the design and implementation of the Central schemes that was promised when the Planning Commission was wound up.

A second opportunity arose when the distinction between Plan and non-Plan was removed. At that point, the organization had an opportunity to insist on taking a sector-wise comprehensive view of capital and revenue expenditures. However, that has not been done.",,,
207,,"The easy stuff has been done. The Narendra Modi government has put out a press release to announce the formation of a Niti Aayog to replace the old Planning Commission. The signage outside Yojana Bhavan in New Delhi has changed. The website of the Planning Commission has been archived.

And now comes the hard part: what should the new institution do and how should it operate?

The Planning Commission was set up in 1950 when India had just become an independent republic. The threat of political fragmentation had not completely gone away; it was a mere three years after the bloody partition of the country. Central planning was as much a political project as it was an economic one. The early plans were drawn out when India was short of domestic savings and foreign exchange. The so-called ?two-gap models"" were common in the development economics of the time. The state was supposed to play the role of entrepreneur because it was assumed that private industry did not have the resources for large projects. Financial markets were shallow. The original focus of the Planning Commission was on resource allocation. It is no secret that the planning experiment was a failure after the first decade or so.

The India for which the Niti Aayog has been set up is a radically different country. The old assumptions about low domestic savings, foreign exchange constraints and shallow financial markets have withered away. The private sector has replaced the public sector as the main engine of investment many decades ago. The markets have a far greater role to play in mobilizing savings and channelling them towards productive investments. The Planning Commission stared irrelevance in the face, even though it did try to reinvent itself as a manager of social sector schemes. The Niti Aayog should not?and cannot?be a resource allocator. It will be better placed to be an adviser. What does that precisely mean? The new institution should identify the binding constraints on economic development on a national scale: infrastructure, energy, water, education, environment and food production, for example. It should then advise the political system what can be done to address these constraints over the long term. And it should not try to micro manage government social sector schemes, as the previous denizens of Yojana Bhavan were wont to do in a failed bid to keep their organization relevant.

The style of functioning has to change as well. The press release announcing the formation of the Niti Aayog mentions cooperative federalism, a term that can be either meaningful or vacuous, depending on what is made of it. The Planning Commission treated elected chief ministers as courtiers who had to fly to New Delhi to ask for funds. Compare that with the Finance Commission, that goes to state capitals for meetings rather than summoning chief ministers to New Delhi. Modi has said that he wants chief ministers to be his partners. This belief should be reflected in the way the Niti Aayog functions. But what beyond that? The new institution?which once again has no constitutional status?needs to work in tandem with constitutional institutions such as the Finance Commission and the Interstate Council if a new federal culture has to evolve.

The former decides how national tax collections should be shared with the states. The 14th Finance Commission under the chairmanship of Y.V. Reddy would do well to ask New Delhi to transfer money to states with no strings attached. The Interstate Council can be a deliberative body that sorts out the bargaining issues between states that are at different levels of development or have different economic structures. The Niti Aayog should plug into these discussions as an influential advisory body.

The Niti Aayog can be a successful innovation as long as such details are tackled. There is as yet no clarity on its purpose. We hope the Modi government clears the fog in the months ahead. The big danger would otherwise be that the Niti Aayog will become a Planning Commission by another name: outdated, imperious and meddlesome.",,,
208,,"About 180 years ago, in 1837, popular Danish author Hans Christian Andersen wrote the famous short story, The Emperor?s New Clothes. The story reminds us of the duties of advisers to the king, who are expected to present a clear picture to the king, and give fair and frank advice, without fear or favour. It is pertinent to revisit the story now when the Narendra Modi government is celebrating three years in office. One of the key decisions taken by the government on assumption of office was to dismantle the Planning Commission, and replace it with a new body, the National Institution for Transforming India (NITI) Aayog. NITI Aayog was expected to act as the principal government think tank and adviser to the Prime Minister on key policy issues, which can really transform India. The Planning Commission was a non-legislative body, with significant powers to allocate finances to states, but marred by bureaucratic processes and devoid of fresh thinking. It failed to keep its ear to the ground, and did not take into account the divergent demands and capacities of states. The creation of NITI Aayog was expected to be a game changer, to infuse new vigour and rigour in the policy planning process, involve key stakeholders, and address the failures of the previous plan body. One anticipated that it would prioritize the challenges faced by the economy and hit the ground running to address them in a transformational manner.

During the last two-and-a-half years, NITI Aayog has worked on several agendas, such as the promotion of digital payments, reforms in agriculture, education and railways, helping states undertake social sector reforms. While all these issues were important, and the suggestions made by NITI Aayog critical, it appears that the institution?s agenda and priorities are being set by government diktat rather than an organic, independent thought process. Often, it risked acting as a government mouthpiece and failed to be the transformational catalyst that many, including Prime Minister Narendra Modi, wanted it to be. For instance, while recognizing the importance of competition, it walked with the government on promoting digital payments through select entities, and kept mum when government policies distorted competition. NITI Aayog is yet to institutionalize a checks and balances mechanism to caution the government about the claims it makes, and apprise policymakers of the ground realities. While there have been a few exceptions, like Bibek Debroy?s suggestion on taxing farmers? income, which challenged the government?s stand on the issue, such instances have been rare. NITI Aayog recently released a draft three-year action agenda, which is part of a 15-year vision and seven-year strategy document. Other documents have not been released in the public domain as yet. True to NITI Aayog?s diffused working approach, the action agenda covers a wide range of issues, including the fiscal framework, agriculture, industry, services, transport, digital connectivity, public private partnership, energy, science, technology, governance, taxation, competition, environment, forests and water.
Such a wide-ranging approach is not what one would expect when dealing with imminent challenges. For example, while covering pertinent issues and providing important recommendations such as ?Price Deficiency Payment"" to remove distortions in the existing minimum support price mechanism in the farm sector, there is limited clarity on how, by whom, and the timelines within which such suggestions would be implemented. The recommendations have no common binding theme, and there?s an absence of prioritization.

Rather than a document infusing fresh thinking, the action agenda appears more like a document collating several policy-related recommendations provided by experts and government-formulated committees over the years. It puts limited or negligible focus on implementation challenges, bureaucratic reforms and government-citizen interaction, which is core to several good ideas remaining on paper and being left unimplemented.",,,
209,,"Rather than focusing on policy-level recommendations, NITI Aayog would have done better had it dealt with implementation-related challenges. A clear action agenda on how policies should be implemented, the creation of a feedback loop, taking into account changes on the ground, and fixing accountability of babus, would have been welcome. In addition, it should have focused on process reforms. While many of its recommendations, such as the creation of coastal employment zones, are interesting, the costs of implementing such recommendations must be compared with expected benefits in the medium term. A comparison of the costs and benefits of different policy alternatives should be made mandatory before policy recommendations are made. ",,,
210,,"On September 25, 2014, the Indian government announced the ?Make in India? initiative to encourage manufacturing in India and galvanize the economy with dedicated investments in manufacturing and services. Immediately after the launch, investment commitments worth croresÿwere announced. In 2015, India emerged as the top destination for foreign direct investment, surpassing the U.S. and China. In line with the national programme, States too launched their own initiatives. Five years later, as we brace for another Union Budget, it would be appropriate to take stock of the much-hyped initiative as the economy in general, and the manufacturing sector in particular, is on a slippery slope. The ?Make in India? idea is not new. Factory production has a long history in the country. This initiative, however, set an ambitious goal of making India a global manufacturing hub. To achieve this goal, targets were identified and policies outlined. The three major objectives were: (a) to increase the manufacturing sector?s growth rate to 12-14% per annum in order to increase the sector?s share in the economy; (b) to create 100 million additional manufacturing jobs in the economy by 2022; and (c) to ensure that the manufacturing sector?s contribution to GDP is increased to 25% by 2022 (revised to 2025) from the current 16%. The policy approach was to create a conducive environment for investments, develop modern and efficient infrastructure, and open up new sectors for foreign capital. Given that big-ticket projects for grand initiatives such as ?Make in India? have long gestation periods and lag effects, assessments of such initiatives can be premature. Also, governments often use the excuse of inheriting an economy riddled with macroeconomic problems, and demand more time to set things right. This is an argument that the current government invokes frequently. However, five years is a reasonable time period to assess the direction and magnitude of outcomes. As the policy changes were intended to usher growth in three key variables of the manufacturing sector ? investments, output, and employment growth ? an examination of these will help us gauge the success of the policy.

The last five years witnessed slow growth of investment in the economy. This is more so when we consider capital investments in the manufacturing sector. Gross fixed capital formation of the private sector, a measure of aggregate investment, declined to 28.6% of GDP in 2017-18 from 31.3% in 2013-14 (Economic Survey 2018-19). Interestingly, though the public sector?s share remained more or less the same during this period, the private sector?s share declined from 24.2% to 21.5%. Part of this problem can be attributed to the decline in the savings rate in the economy. Household savings have declined, while the private corporate sector?s savings have increased. Thus we find a scenario where the private sector?s savings have increased, but investments have decreased, despite policy measures to provide a good investment climate. With regard to output growth, we find that the monthly index of industrial production pertaining to manufacturing has registered double-digit growth rates only on two occasions during the period April 2012 to November 2019. In fact, data show that for a majority of the months, it was 3% or below and even negative for some months. Needless to say, negative growth implies contraction of the sector. Thus, we are clearly waiting for growth to arrive.

Regarding employment growth, we have witnessed questions being raised over the government?s delay in releasing data as well as its attempts to revise existing data collection mechanisms. The crux of the debate has been that employment, especially industrial employment, has not grown to keep pace with the rate of new entries into the labour market.

Thus on all three counts, ?Make in India? has failed. Accusing the previous governments of policy paralysis, the NDA government announced a slew of policies with catchy slogans. This has resulted in an era of never-ending scheme announcements. ?Make in India? is a good example of a continuous stream of ?scheme? announcements. The announcements had two major lacunae. First, the bulk of these schemes relied too much on foreign capital for investments and global markets for produce. This created an inbuilt uncertainty, as domestic production had to be planned according to the demand and supply conditions elsewhere. Second, policymakers neglected the third deficit in the economy, which is implementation. While economists worry mostly about budget and fiscal deficit, policy implementers need to take into account the implications of implementation deficit in their decisions. The result of such a policy oversight is evident in the large number of stalled projects in India. The spate of policy announcements without having the preparedness to implement them is ?policy casualness?. ?Make in India? has been plagued by a large number of under-prepared initiatives.

The question that begs an answer is, why did ?Make in India? fail? There are three reasons. First, it set out too ambitious growth rates for the manufacturing sector to achieve. An annual growth rate of 12-14% is well beyond the capacity of the industrial sector. Historically India has not achieved it and to expect to build capabilities for such a quantum jump is perhaps an enormous overestimation of the implementation capacity of the government. Second, the initiative brought in too many sectors into its fold. This led to a loss of policy focus. Further, it was seen as a policy devoid of any understanding of the comparative advantages of the domestic economy. Third, given the uncertainties of the global economy and ever-rising trade protectionism, the initiative was spectacularly ill-timed.

?Make in India? is a policy initiative with inbuilt inconsistencies. The bundle of contradictions unfold when we examine the incongruity of ?swadeshi? products being made with foreign capital. This has led to a scenario where there is a quantum jump in the ?ease of doing business? ranking, but investments are still to arrive. The economy needs much more than policy window dressing for increasing manufacturing activity. The government must realise that industrialisation cannot be kick-started by a series of bills in Parliament and hosting investors? meets.",,,
211,,"""Make in India"" was launched in September 2014. On his website (pmindia.gov.in), the prime minister explains that ""since years policy-makers have been debating how to give an impetus to manufacturing in India and make India a Global Manufacturing Hub. But it is Narendra Modi, who within a matter of months, launched the ?Make in India? campaign to facilitate investment, foster innovation, enhance skill development, protect intellectual property & build best in class manufacturing infrastructure.? Manufacturing is important because it is the only way through which low-income nations can transition to middle and then high-income ones. There is no other pathway that we know of for rural and agrarian economies to become developed nations except first through light manufacturing (garments mainly), then more complex assembly before moving to high technology. It is a fact that India does a bit of all of the above, but as the prime minister?s note indicates, the most important element is manufacturing.

In 2014, the share of manufacturing in India?s Gross Domestic Product was 15%. Last year, it fell to 14%. 'Make in India"" has failed and it has been over five years since it was put into place. To give a comparison of where India stands and what the failure means, let?s have a look at some other nations. China, which we like comparing ourselves to, has an economy more than 5 times the size of India?s. Manufacturing?s share of GDP is at 29% (double that of India?s) and has remained there in the period of 2014-2020. Vietnam is 16% and has gone up from 13% when we launched Make in India. Sri Lanka is at 16%. Thailand (27%), Indonesia (19%), Phillippines (19%), Malaysia (21%), Singapore (20%). In Europe, Germany is at 20%, which is not surprising because it has one of the world?s biggest automobile industries. This is the second stage of industrial development, after garments. In the same period as Make in India, Bangladesh?s share of manufacturing has risen from 16% to 18%. Bangladesh?s overall GDP is growing at 8% per year, much faster than India. And the surprising thing is that in this period, Bangladesh?s garments exports have gone to US$ 38 billion. India has fallen from $18 billion to $16 billion. Garments are important because large numbers of semi-skilled workers are employed and especially women. In the around 5,000 garments manufacturing units in Bangladesh, 85% of the employees are women. Even Vietnam exports more garments in dollar terms than India, which has long had a lead in this industry but has given it up in recent years.

Manufacturing is a full-time job with a fixed salary and therefore it is the sort of work that is preferred by people to part-time labour or making pakoras. Why has India failed at developing this? My response is that ""Make in India"" is not really a strategy, it is a logo and some words and that by itself is meaningless. Manufacturing comes to places where you have semi-skilled workers. The quality of education in China is many a time superior to India, as those of us who have been there and interacted with their workers know. It is more expensive to set up manufacturing in China because the cost of labour is higher. Despite that, China?s share of manufacturing has not fallen in the five years that ""Make in India"" has been promoted.

The prime minister says the goal is to make India a $5 trillion economy. That is in itself not really a goal. India?s GDP will eventually reach that figure sooner or later. The question to be asked is how soon can it get there and what can the government do to quicken the pace? Those are the only important and relevant points. Here it is unclear what the answer is.

Modi?s strategy to redesign India?s economy was ""Make in India"", but that has flopped. In fact, he doesn?t even refer to it as much any longer if I am not mistaken. All of the data on that website that the PM?s office runs refers only to data from 2014 and has not even been updated.

We need an acknowledgement that this strategy has failed and that we need to develop a new one unless we are fine with a further decline in manufacturing. I do not think that is an acceptable outcome whether or not one is an admirer of the prime minister.",,,
212,,"Prime Minister Narendra Modi?s ?Make in India? initiative, to my mind, has been one of the most significant, structured and outcome-oriented policy initiatives by any Indian government in recent years. It was, unlike many similar initiatives in the past, well structured, properly thought through, had an identified set of priorities (originally 16 sectors, now grown to 25) and focussed on the key issue dogging all inbound foreign direct investments in India ? the ease (or rather, the lack of) doing business in India. It was also particularly well-timed. The programme itself was formally introduced on September 25, 2014, but Modi had outlined it a month earlier. In his first Independence Day speech on August 15, 2014, Modi said, ?I want to tell the people of the whole world: Come, make in India. Come and manufacture in India. We have skill, talent, discipline and the desire to do something. We want to give the world an opportunity that come make in India.? The timing was near perfect. The Chinese growth engine had started slowing. Besides, new trade-related tensions between the world?s two biggest economies ? the US and China ? were giving jitters to investors worldwide. They were looking for a safe hedge bet against potential turmoil in their key manufacturing base, China. And Prime Minister Narendra Modi, with a strong, pro-business image, had just burst on the scene, talking the talk that investors love to hear, and what?s more having the absolute electoral mandate to enable him to walk the talk as well, without the many pressures of ?coalition dharma? which his predecessor had to face.

The ?Make in India? initiative, when it took off, had ticked all the right boxes. The policy promised to clear the red tape that shrouded any potential inbound investor, create world-class infrastructure required by modern manufacturing industry, and bring in policies that helped foster a climate of innovation and, importantly, protect the intellectual property that resulted from such innovation, something that global investors had little faith in as far as China was concerned.

So, we had a plan, it was workable and it was well-timed. Investors, should, logically, have been beating a path to India to set up mega manufacturing plants to supply the world. But has the ?Make in India? programme achieved what it set out to do?

Five years down the line, the picture is a bit muddled. True, in FDI terms, India is among the world?s top destinations, garnering inflows of $49 billion in calendar 2019, according to UNCTAD. India now accounts for 85 per cent of all FDI coming into South Asia (but then our competitors in the region are Bangladesh, Nepal, Pakistan, Sri Lanka and Afghanistan!).

But FDI statistics include inflows into the capital markets, which still continue to account for the lion?s share of capital flows. Statistics on specific, manufacturing sector FDI flows are a bit harder to come by. Manufacturing FDI was around $8 billion in 2018-19, accounting for less than a quarter of the total inflows.

E-commerce, which has nothing to do with either manufacturing or ?Make in India?, is one of the key sectors for FDI.

In some sectors in particular, ?Make in India? appears to be doing exceedingly well. There are over a 100 mobile phone manufacturers in India and market leader Samsung last year upped one of its largest manufacturing set-ups from China and moved it to Noida in Uttar Pradesh. Apple and Xiaomi are also invested seriously in Indian manufacturing capacity.",,,
213,,"But Judged from the yardstick of what it set out to achieve, ?Make in India? is at best still a work in progress. The key stated outcomes were to increase the share of the manufacturing sector to 25 per cent of GDP and to create a 100 million additional jobs in the manufacturing sector by 2022. Clearly, both have not happened, and going by the increasingly gloomy predictions for GDP growth, unlikely to happen by the target year. Manufacturing?s share of GDP, currently a shade under 15 per cent, is not likely to increase significantly over the next two years. And jobs ? particularly relatively better paid, stable, manufacturing jobs ? continue to be a chimera.

Why hasn?t ?Make in India? worked? To understand this, we need to understand why companies invest outside their home geographies. Looking at our companies is a good place to start. Last year, Indian companies invested nearly $12 billion as FDI in other countries, and India is now one of the top 20 origin countries for global FDI.

Why did they do it? Essentially, there are just three or four factors which drive corporates into significantly increasing their risk exposure by venturing into a foreign land. The first and biggest push factor is market access. If the rules are such that you cannot fully access a coveted market without investing in it, companies will invest. That is why Tata Steel bought Corus, for instance.

The second factor is acquiring technology. Again, this was a big factor in some of the big Indian FDIs in recent years ? Tata Steel wanted technology for special steels, Tata Motors bough Jaguar Land Rover for its world class technology and design capability, and so on.

The third factor is acquiring talent. In the IT space for instance, a push-pull combination of tougher visa rules and availability of high-end talent, and access-limiting restrictions, particularly for government orders, has led to Indian IT giants like TCS, Infosys et al creating some serious capacity in the US.

The final factor is securing raw material and inputs for your domestic business. That is why Adani and Tata have bought mineral and coal mines abroad and why ONGC is making investments in oil and gas resources.

We need to ensure that the same factors apply in reverse as well. We have to make market access tougher via a pure trade route; we need to ensure that Indian innovation attracts global investment (it?s already happening in the start-up space); we need to ensure that our talent does not migrate abroad but is headhunted at home; and we need to ensure that our precious natural resources are value-added at home.

Unless we tweak our policies to get these right, the ?Make in India? lion cannot hope to be the king of his own jungle.",,,
214,,"The Narendra Modi government?s flagship ?Make in India"" programme is not the first attempt to goose Indian manufacturing. It will not be the last, no matter who wins the 2019 elections. Scrying the entrails of past policy pushes is helpful. It throws up some constant truths. Import substitution hasn?t worked and is unlikely to do so. Industrial policies can introduce significant distortions. Policy decisions made in New Delhi often don?t survive the journey to manufacturing plants. A new working paper by Rajesh Raj S.N., Kunal Sen and Sabyasachi Kar, Unmaking ?Make in India"": Weak governance, good deals and their economic impact, provides interesting insights into that last point. Since its inception in 2003, the World Bank?s Doing Business report has been perhaps the most popular yardstick by which to measure the state-business relationship. Much was made of India?s jumping 30 ranks to 100th position in last year?s report. It is a laudable achievement as far as it goes, speaking to the Modi government?s attempts to clear up regulatory cholesterol and put new, effective systems in place. In 2015, however, Mary Hallward-Driemeier and Lant Pritchett had a subversive take on the impact of such policy action in their paper, How business is done in the developing world: deals versus rules. Looking at firm-level data from the World Bank?s enterprise surveys (ES)?as opposed to the Doing Business reports which survey lawyers, consultants, bureaucrats and so on?they found a vast gulf between de jure regulatory frameworks and de facto realities. Corruption and deal-making between the state and businesses meant that across the nations studied, a handful of companies could obtain clearances and permissions far faster than the law suggested, while other companies took far longer than prescribed.

Raj, Sen and Kar mine this perspective further, looking at 2013-14 ES data across Indian states. In line with Hallward-Driemeier and Pritchett, they find a substantial difference between the de jure number of days required for a business to get an operating license or construction permit, and the de facto reality. So far, as expected. In fact, in the majority of states, the mean and median de facto values are lower?sometimes substantially so?than the regulations suggest. Does this mean that governance mechanisms are particularly efficient in these states? Not quite. They find a wide variance in firms? within-state experiences. For instance, in Bihar, ?the 10th percentile set of firms reports obtaining an operating license in one day, while 90th percentile set of firms reports obtaining a license in 90 days."" This makes it clear that a company?s regulatory experience is a product of its deal-making ability, not of a neutral governance mechanism. Here is where it gets interesting: Raj, Sen and Kar also find that firms in states with weaker capacity and poorer governance, as defined by a handful of proxy measures, are able to secure better deals?and that in most states, good deals go to the least productive firms.

The implications for Indian industry and development are obvious and troubling. For firms, India?s administratively weakest states are the most tempting targets for regulatory capture that is likely to skew the inclusive, broad-based growth they need. The natural advantage large companies have over upstart competitors in securing sweetheart deals also means that competition?and the innovation and productivity growth that comes with it?are undercut. There is thus efficiency loss when it comes to business growth pushing broader economic growth and development. By enriching politicians and bureaucrats, such deal-making and regulatory capture also creates structural disincentives for improving state capacity. In the absence of such capacity, the value of politicians as middlemen who can help firms cut in line or secure public goods for citizens rises. This, in turn, enables more deal-making, perpetuating the cycle.

In The Republic Of Beliefs: A New Approach To Law And Economics, Kaushik Basu has written that the effectiveness of laws rests to a significant extent on the belief among citizens of a state?s ability to enforce them?that is, buying into a rational expectation of behaviour in accordance with the law. Visible regulatory capture and lack of state capacity make such belief hard to buy into. There is also another factor at play here. To a significant extent, caste and kin networks remain important vectors of social, economic and political activity. This is a reality that doesn?t always mesh easily with India?s regulatory and legal framework. These are fundamental problems that define the business-state relationship in India, and extend considerably beyond it. Plainly, improving the regulatory framework is no panacea. Breaking the cycle will take far deeper transformations.",,,
