Sr No,Event,Article ,Headline,Publisher,Label
104,,"It has become irrelevant as it has lost the confidence of the people in the country: State BJP president and MP

Launching a scathing attack on the Congress ahead of the coming gram panchayat elections, State BJP president and MP Nalin Kumar Kateel said here on Monday that the grand old party was facing intellectual bankruptcy and it was fomenting violence over the Citizenship (Amendment) Act (CAA) in the country.

Addressing party workers at a function organised to install the new office-bearers of Dakshina Kannada unit of the party, Mr. Kateel said that the Congress had become irrelevant as it had lost the confidence of people in the country.

He said that dynasty politics, craving for power, corruption and compromising with its grand old principles proved too costly for the party that it could not win enough seats to get recognised as an Opposition party during the last year's Lok Sabha election.

Mr. Kateel said that the 135-year-old Congress was being headed by an interim president, Sonia Gandhi, now. The Congress could not get a president appointed to its Karnataka unit. Ever since the era of Jawaharlal Nehru, the Congress is still following dynasty leadership.

""How can a party (Congress) which is facing a leadership crisis both at the national and State levels can lead the country?"" Mr. Kateel asked.

""Political power in the Congress was vested with its Ministers and MLAs. But in the BJP, the power is vested with its party workers,"" he said.

Mr. Kateel said that the BJP would and should continue its party worker-centric approach.

Otherwise, it would have to face the same situation like the Congress was facing now, he added.

The BJP State president said that the Congress was indulging in negative campaigning on the CAA in the country by instigating protesters.

He said that Mahatma Gandhi wanted to give Indian citizenship to minorities in Pakistan, Afghanistan and Bangladesh. The Congress leader, late Indira Gandhi, too wanted it. But the Congress of today could not make the aspirations of its own leaders a reality. The slogans of the Congress were for its leaders like Sonia Gandhi, Rahul Gandhi, late Rajiv Gandhi, Indira Gandhi and not for India.

Mr. Kateel said that the BJP should win 80 % of seats in the coming gram panchayat elections in the State.",,,
105,,"NEW DELHI: The nationalism pitch is catching up well in the Delhi election campaign trail as leaders across party lines are using it to appeal to voters in its favor. On Tuesday, Congress leader Rahul Gandhi cornered the BJP on the same pitch and asked if any of its leaders have ever raised 'Hindustan Zindabad' slogan in Pakistan.

He cited an incident of a Congress leader, who raised the slogan in the neighboring country to take a jibe at the ruling party.

Addressing a poll rally in Jangpura, Gandhi said that the Congress candidate Tarvinder Singh Marwah, who is contesting the election on the party's ticket went to Pakistan in 1987 and raised the ""Hindustan Zindabad"" (Long live India).

""The BJP leaders talk about patriotism. Show me just one BJP leader who raised 'Hindustan zindabad' slogan in Pakistan. Congress' Jangpura candidate (Tarvinder Singh Marwah) did that and he went to jail for it,"" he said.

Speaking to ANI, Marwah said that he raised the slogan in response to anti-India slogans by Khalistani elements at Nankana Sahib.

""The Khalistan movement was raised under the patronage of Pakistan in the 80s. After the assassination of Indira Gandhi in 1984, the demand for Khalistan was at its peak. At that time, Khalistani elements used to raise anti-India slogans at Nankana Sahib in Pakistan, one of the holiest pilgrimage sites of Sikhs,"" he said.

""I went to Nankana Sahib from Delhi for the Baisakhi program in 1987 and shouted slogans of Hindustan Zindabad and Khalistan Murdabad to respond to the Khalistani forces there,"" Marwah said.

He stated that Pakistani security personnel detained him following the sloganeering.

Marwah said that he along with his associates was kept in anonymity for the next four days, where they were mistreated.

However, they all were later released after the intervention of the Indian High Commission. At that time, Marwah was around 27 years old and was a Youth Congress worker.",,,
106,,"Amid chants of 'Jai Shri Ram' at his road show in Hari Nagar, a group also raised ""goli maro"" slogans.

Union Home Minister Amit Shah on Thursday alleged the anti-CAA protests at Shaheen Bagh were a ""joint venture"" of the AAP and the Congress and claimed the ""tukde-tukde gang"" would get a shock when the election results are declared.""

Addressing three roadshows, he asserted that the BJP would emerge victorious in the elections as people will vote for country's security, development and good governance.

Amid chants of 'Jai Shri Ram' at his road show in Hari Nagar, a group also raised ""goli maro"" slogans. However, the policemen asked them to stop.

""Shaheen Bagh is the joint venture of the Aam Aadmi Party and the Congress. Kejriwal and Rahul Gandhi are worried that Shaheen Bagh should not be discussed. I want to ask them why the security of the country should not be an electoral issue? Why are the people sitting in Shaheen Bagh demanding 'Jinnah Wali Azadi' and why the tukde-tukde gang is supporting them?"" he said at a road show in Seemapuri constituency in North East Delhi.

""Shame on these people. I want to tell all of you that tukde-tukde gang is going to get a shock, because you are going to press the button on the lotus symbol on February 8 for the development of Delhi and the country,"" said the Home Minister.

Later addressing a road show in west Delhi's Hari Nagar constituency, seeking votes for party candidate Tajinder Pal Singh Bagga, Mr. Shah said: ""Remember that a year ago, there was a terrorist attack in Pulwama and our forces took revenge by conducting an air strike. You all know that the people of Delhi as well as the whole nation was saluting the valor of the army, but do you know who was the most sad? First Rahul Gandhi, second Arvind Kejriwal and third was Imran Khan sitting in Pakistan.""

""All three had a problem with the surgical strikes. I want to ask whether such people should be handed over the power in Delhi? These people are very dangerous for the security of the nation,"" he said at the road show.",,,
107,,"Training his guns at the BJP and the AAP, Congress leader Rahul Gandhi said both had an aim to spread hatred in the society, something the party could never do

Congress leader Rahul Gandhi hit out at Prime Minister Narendra Modi and Delhi Chief Minister Arvind Kejriwal on February 4, saying they were not interested in jobs for youngsters, but were keen on making one Indian fight another for staying in power.

Training his guns at the Bharatiya Janata Party (BJP) and the Aam Aadmi Party (AAP), he said both had an aim to spread hatred in the society, something the Congress could never do.

Addressing his first rally in the run-up to the February 8 Delhi Assembly polls, the former Congress chief hit out at the BJP for not addressing the economic slowdown and the issue of unemployment, but instead, encouraging violence.

""They [BJP] talk about the Hindu dharm, they talk about Islam, they talk of Sikhism. They have no knowledge of religions. In Hiduism, Islam, Christianity, Sikhism -- where is it written that attack other people, suppress them?"" he asked the crowd.

What kind of ""Hindu dharm"" is this of Mr. Modi and the Rashtriya Swayamsevak Sangh (RSS) as Hinduism talked about taking everyone along, Mr. Gandhi said at the rally organised in favour of the Congress candidate from Jangpura, Tarwinder Singh Marwah.

""Show one BJP leader who raised the 'Hindustan Zindabad' slogan in Pakistan. Congress's Jangpura candidate did that and went to jail in Pakistan for it,"" he said.",,,
108,,"The BJP national general secretary P. Muralidhar Rao challenged the DMK president, and also said the party would conduct conferences, public meetings and door-to-door campaigns in support of CAA in Tamil Nadu

BJP national general secretary P. Muralidhar Rao on Thursday challenged DMK president M.K. Stalin to a debate on the Citizenship Amendment Act (CAA).

Addressing mediapersons in Coimbatore, he said that the debate could take place ""in any village"" of Mr. Stalin's choice ""in the next 20 days.""

""We are going to challenge DMK in every village,"" he asserted. Claiming that no Indian Muslims would be affected by the contentious Act, Mr. Rao urged Mr. Stalin to explain the reasons the DMK is opposing the CAA. He accused the DMK of ""demanding citizenship"" for the Muslims of Pakistan, Bangladesh and the Rohingyas of Myanmar.

Mr. Rao said that the BJP would conduct conferences, public meetings and door-to-door campaigns in support of CAA in Tamil Nadu. He also welcomed those who have recently supported the CAA, including actor Rajinikanth.

Mr. Rao also welcomed the setting up of an autonomous trust, Shri Ram Janmabhoomi Teerth Kshetra, which was announced on Wednesday by Prime Minister Narendra Modi for the construction of Ram temple in Ayodhya. Mr. Rao questioned the DMK as to why the party has not welcomed the construction of Ram temple yet.

He dismissed allegations of a rift in the AIADMK-BJP alliance in the State. The new BJP president for Tamil Nadu will be announced after the Delhi elections, Mr. Rao added.

Senior BJP leaders Pon. Radhakrishnan and C.P. Radhakrishnan were present.",,,
109,,"Images of bloody communal violence have scarred Delhi. The violence comes barely weeks after a shrill and polarised election campaign in which anti-CAA protesters became the target of incendiary rhetoric by top politicians. When politicians described protesters as ""desh ke gaddar"" (traitors) the message was clear: there would be no reach out, instead, there would be confrontation. When leaders preach violence, they give permission to footsoldiers and street confrontation is precisely what has happened, pitting Hindu against Muslim.

The politics of confrontation is not limited to Delhi. In Bengaluru a young citizen has been slapped with sedition charges simply for chanting a slogan. According to a Crime in India report, sedition cases were slapped 156 times during 2016-18. Since the anti-CAA protests began in December, 194 people have been charged with sedition. When governments repeatedly slap sedition on citizens a chilling warning is sent out.

Politicians have become confused about the meaning of democracy. They equate democracy with an electoral majority. But majoritarianism is not democracy which means, above all, respect for debate and dissent. Today's governing party could be tomorrow's governed, which is why by restraining the coercive power of the state through watchdog institutions, democracy protects the smallest minority - the free individual. Majoritarianism, on the other hand, inevitably leads to an abuse of the state apparatus because majoritarian regimes cannot tolerate anyone not part of the ""majority"" which is in office.

It's intriguing that it's fallen upon the higher judiciary to send emissaries to the public agitation in Shaheen Bagh. The role of such interlocution ordinarily should fall on the government which is best placed to offer solutions. But the Modi government either ignores Shaheen Bagh or demonises it, ruling out dialogue. In fact the Modi government consistently avoids the principal forum for dialogue, namely Parliament, thus grossly devaluing discussion and debate.

The fact that the establishment has not been able to offer any kind of structured interaction for a protest that has been going on for two months, shows the government prefers wielding force over face-to-face interaction. This is dangerous.

When governments refuse to dialogue, the result is a slide into violence on both sides. India's state is already a highly coercive one, and if the threat of state violence is used against protests, this not only normalises violence but also blurs the lines between law and crime on the ground. In the process, moderates are squeezed out and space is created for goons of every stripe to enter the fray. This is evident from the armed ruffians prowling the streets of Delhi, emboldened by governing parties' violent speech.

In Kashmir too, where there should be dialogue, there is instead a deafening void. Three CMs are in detention on questionable grounds. The longest internet shutdown in a democracy is depriving millions of access to services and information. The best the government has been able to do is send some EU representatives for shikhara rides and a group of BJP ministers to meet carefully vetted ""Kashmiri people"". In sharp contrast, former PM Vajpayee (also from BJP) and home minister Advani held several rounds of talks even with the separatist Hurriyat Conference.

The Big State is using strong arm tactics across India. In Bidar, Karnataka, authorities chose to slap sedition cases on parents and teachers because of a junior school play rather than hold talks with school authorities for a resolution of the controversy. When historian Ramachandra Guha was whisked away in a police van it showed that aggressive state power doesn't spare even distinguised scholars.

In Lucknow's ghanta ghar, where a Shaheen Bagh like protest is ongoing, police swooped down in a show of armed might and arrested over 100 women. In Chennai, another anti-CAA protest at Washermanpet locality has been lathicharged and barred from taking out a procession. During Delhi's election campaign the governing BJP sought to muzzle and delegitimise its rivals by calling them ""terrorists"" who speak the language of Pakistan. Using the high perch of state power to cast political rivals as national enemies and terrorists, legitimises violence in society as a whole.

Gandhi warned constantly of the inherent violence of an expanding state. When a government begins to use police power to coerce citizens to its agenda, we have the makings of a police state. The police then becomes a partisan political player, always on the side of governing politicians against the citizen.

Why is dialogue crucial in a healthy democracy? Because peaceful and voluntary exchange of ideas and products lies at the heart not only of a successful society but also of a growing economy. Citizens who want to protect their freedoms and liberties need to be utterly intolerant of violence either by the state or by private actors. By refusing to engage in peaceful exchange with those who are opposing it, governments themselves encourage the cult of violence.

The question may be asked, whether the previous UPA government went too far in attempting to dialogue with its opponents, surrendering executive space. Did the UPA outsource decision-making to NGOs and anti-corruption movements and allow itself to be fatally weakened? The sight of top ministers going to the airport to receive Baba Ramdev at the height of the Anna Hazare agitation was seen as a feeble government meekly capitulating before challengers.

Yet from an enfeebled UPA, we now seem slowly but inexorably moving to the other extreme: an authoritarian state that criminalises dissent and replaces dialogue with the danda. Remember, the Indian police are still governed by an antiquated 19th century law that made them a 'standing army' of the colonial raj. Is that the role we expect them to play in a modern republic?",,,
110,,"MADIKERI/HUBBALLI: A day after Karnataka agriculture minister BC Patil sought a law that enables authorities ""to shoot at sight"" those chanting pro-Pakistan slogans, Madikeri MLA Appachu Ranjan (BJP) echoed his words on Monday. After inaugurating a new building at Somwarpet Government Primary School, Ranjan said: ""Shoot down people who raise pro-Pakistan slogans.""

Amid these developments, fresh trouble brewed elsewhere in the state when the walls of a government higher primary school on the outskirts of Hubballi in Karnataka were on Monday morning found scribbled with 'Pakistan Zindabad' slogans. Villagers staged a protest and demanded that the miscreants be promptly arrested.

The statements by the minister and the MLA come in the wake of pro-Pakistan slogans raised by Amulya Leona Noronha, 19, during an anti-CAA event in Bengaluru last week.

Ranjan told the students: ""Every citizen must protect and preserve the nation's rich culture. However, many are involved in anti-national activities. These people are using resources, including food and water, provided by our country and then raising slogans against the nation. Such people must be shot down immediately. They must be exiled and sent to Pakistan. No advocate must fight their cases in court.""",,,
111,,"At least 40 CRPF jawans were killed after the convoy of 78 buses, in which around 2,500 personnel were travelling from Jammu to Srinagar, came under attack in February last year.

Congress leader Rahul Gandhi raised three questioned as he paid tributes to the martyrs of Pulwama attack.

""Today as we remember our 40 CRPF martyrs in the #PulwamaAttack , let us ask: 1. Who benefitted the most from the attack? 2. What is the outcome of the inquiry into the attack? 3. Who in the BJP Govt has yet been held accountable for the security lapses that allowed the attack?"" Gandhi said on Twitter on Friday.

Gandhi had initially expressed solidarity with the government and the security forces after the attack in February last year. ""The entire Opposition stands united with the security forces and the government,"" Gandhi had said in the aftermath of the attack.

But in subsequent months, as Lok Sabha election drew near, he stepped campaign against the prime minister and the BJP-led NDA government's policy to deal with terrorism.

India is marking the first anniversary of the Pulwama attack, the deadliest in decades on security forces in the region, by Pakistan-based Jaish-e-Mohammed (JeM) on February 14, 2019.

At least 40 CRPF jawans were killed after the convoy of 78 buses, in which around 2,500 personnel were travelling from Jammu to Srinagar, in the attack.

Following the dastardly attack, India launched extensive diplomatic efforts to get Jaish-e-Mohammed (JeM) chief Masood Azhar designated as a global terrorist, which finally became a reality on May 1 last year when China lifted its technical hold on a proposal introduced by the US, the UK, and France in the 1267 Committee of the UN Security Council.

Around 12 days after the terror attack, in the wee hours of February 26, Indian Air Force (IAF) jets bombed the JeM camp in Balakot, in Pakistan's Khyber Pakhtunkhwa province.

The decision to carry out air strikes was taken within 24 hours of the Pulwama attack, with the government giving the Air Force two weeks to select terror targets and launch air strikes against them, three people familiar with the planning of the mission said, asking not to be named. The Balakot strikes are a classified operation.",,,
112,,"NEW DELHI: The BJP is plagued with a chronic inability to translate its votes into seats in Delhi.

For the sixth consecutive time, BJP's vote share in Delhi assembly elections has hovered in the 30s with 38.51% votes. However, the same consistency was found to be missing in the number of seats won by the saffron party. It could win a mere 8 seats in the 70-seat assembly.

So much so there were 57 constituencies, in comparison to AAP's 34, where BJP received more votes in 2020 than 2015. However, BJP yet again failed to break the jinx of Delhi.

Despite enjoying consistent support in the national capital, the number of seats, won by BJP in the last six assembly polls, have fluctuated from one extreme to another. It won a maximum of 34 seats in 2013 polls and a minimum of 3 seats in 2015.

In 1998 assembly polls, though it secured 34.02% votes, BJP lost to Sheila Dikshit-led Congress party. It seats plummeting to 15 seats from a previous high of 49 seats.

Even at the peak of the popularity of Dikshit government in Delhi, the party was able to keep its vote share intact -- 35.22% (2003) and 36.34% (2008). Once again the BJP failed to translate its vote share into seats and could win 20 (2003) and 23 (2008) seats.

In 2013, in the backdrop of the Modi wave, BJP secured its biggest victory in Delhi by securing 34 seats -- one seat short of the majority. Once again the party received one-third of the total votes polled. Surprisingly, the vote share of 33% was less than the previous election in 2008 when it had secured 36.34% votes.

In 2015, the party suffered its worst defeat. Yet its support base remained intact at 32.3%.

BJP and its consistent support base in Delhi

The reason behind BJP's consistent performance with the voters in Delhi, and not the seats, lies in India's history of partition, according to Biswajit Mohanty associate professor in the department of political science, Deshbandhu College, Delhi.

A city of migrants, Delhi's demography underwent a serious change following the partition when millions of refugees streamed into the city from Pakistan and settled in the dozens of refugee colonies built to rehabilitate them. The refugee families blamed the Congress for their plight and supported Jan Sangh, a party that is believed to have understood the sentiment of the migrant community. Since then the saffron party has occupied a soft soft for the refugees living in these colonies.

Later, the BJP -- to gain the Hindu votes, especially of the erstwhile poor refugees and now prosperous Punjabi Hindus -- aligned actively with the RSS in Delhi. As a result it came to represent the rich class, a section of the educated middle class and upper caste people.

""The urban rich, upper caste and middle class Hindus remained the stable base of the BJP, whose number in Delhi can be roughly estimated between 30 to 40%,"" Mohanty said.

On the other hand, the Congress, termed as the catch-all party, was favoured choice of the poor, lower middle class and Muslims. These groups formed a major portion of the population in Delhi and hence was able to defeat BJP despite it enjoying the support of the urban rich, upper caste and middle class Hindus.

Why BJP can't convert its votes into seats

From its inception, Delhi has been witnessing bi-party politics -- BJP versus Congress till 2013 and then BJP versus AAP from 2015 onwards.

""The BJP could not do better in the most of the earlier elections even in the state elections where the congress would always begin with a 35% advantage with the Muslim and underprivileged support base,"" Mohnaty added.

Since 2013 the role of the Congress has been taken over by the Aam Aadmi Party in the national capital. The ever growing population of the economic migrants in Delhi from other states has also helped AAP to strengthen its base.

""The poor, lower class and upper caste votes had already become the support base of the AAP, a d‚j… vu of the Congress politics in the initial phase of 1990s in Delhi, the addition of the middle class became an added advantage. It is because of AAP's vote share crossed more than 50 per cent with all the sections supporting it, the BJP's vote share could not be converted into the seats across Delhi,"" Mohanty said.",,,
113,,"Aziz Qureshi, former Governor, calls the act the 'mischief of an employee'.

Madhya Pradesh Urdu Academy Chairman Aziz Qureshi said that the removal of portraits of President Ram Nath Kovind and Prime Minister Narendra Modi from his office - just the night before he took charge - was intended to stoke a controversy and was the handiwork of the Bharatiya Janata Party (BJP), seeking to derail efforts at course correction at the literary institute.

""It was all a planned conspiracy. It was the mischief of an employee who allegedly removed the portraits for the purpose of cleaning them,"" Mr. Qureshi, former Congressman and Governor, told The Hindu. He denied the charge that the portraits were removed by the employee to mark protest against the Citizenship (Amendment) Act (CAA).

Stating that in the past 15 years, the former BJP government in the State had ""destroyed"" the academy here, he claimed it often pressured employees to march in lockstep. ""They dissolved the working committee and the general body, and used funds for political purposes. This won't be allowed anymore,"" he said.

In March 2016, allegations regarding the academy's 'saffronisation' came to the fore when Urdu poet Manzar Bhopali accused the secretary of it, who then filed a criminal defamation suit in return. He had in the past also written to former Chief Minister Shivraj Singh Chouhan alleging corruption in the State-run body.

""The academy was a dream of former Prime Minister Indira Gandhi, and I was among the advocates of it. The Chair is an opportunity for me to promote Urdu. It will function purely as a non-political, literary body. Irrespective of ideologies, students with merit can step inside it,"" said Mr. Qureshi, who took charge on January 24.

On the morning of Januray 31, former BJP MLA Surendra Nath Singh led party workers to the Academy, where they raised slogans against the State government, and submitted portraits of Mr. Modi and Mr. Kovind. Mr. Qureshi alleged the workers asked the staff, predominantly Muslim, to go to Pakistan.

Denying the charge, Mr. Singh said, ""It's a government-run institution, and both Mr. Modi and Mr. Kovind hold Constitutional posts. When there are portraits of others, why not have theirs too?""

Though the Election Commission of India has prohibited the display of portraits of the Prime Minister in government offices, it hasn't done so for the President. Still, in 2017, the former BJP government in Madhya Pradesh made it mandatory to display portraits of the Chief Minister along with the Prime Minister in all government offices, an order still in force.

The employee, against whom the police have registered an FIR on complaint from Mr. Qureshi, claimed he was being made a scapegoat to settle the issue. ""The portraits have been there for more than a year, and dusting them before a new official joins is regular practice. When I took down the portraits someone took photographs and circulated them. This is affecting me and my family mentally and socially,"" he said while requesting anonymity.

""I have never taken part in a protest. With a case charged against me now, there's a blot on my life,"" said the employee for 30 years, in response to the allegation that his removal of portraits came as an act of protest against the CAA.

Meanwhile, Deepak Vidrohi, a lawyer, and former student of the academy said the language was wrongly associated with one community -- Muslims -- who became easy targets. ""Any language can't be looked through the prism of religion or community. It is continuously evolving. Language is region-specific and not religion-specific.""",,,
114,,"They demand an end to communal politics, ask Centre to revoke CAA or clear doubts about the law

Eleven days into a sit-in demonstration, on the lines of the protest at Shaheen Bagh, women protesters at Hauz Rani on Monday appealed to political leaders to not politicise the demonstrations ahead of the upcoming Assembly elections in Delhi.

Demanding that the Citizenship (Amendment) Act be revoked, protesters asked why the right to free speech is reserved only for politicians and not for those seeking constitutional rights.

Zainab Mallick, a homemaker, said: ""From [Uttar Pradesh Chief Minister] Yogi Adityanath to Delhi MPs, everyone seems to be making controversial statements pertaining to Shaheen Bagh and the Muslim community. The ones firing shots are hailed as 'desh bhakts' but we are raising the flag and are being called 'anti-nationals'. What kind of logic is this?"" Stating that the CAA is ""clearly snatching rights from the Muslims"", the 25-year-old, added: ""We are pained with the constant vilification of the Muslims. Why are we being treated like this? Instead of talking about the economy, women's safety and education, all that is being talked about is Pakistan. Why should we go there? Jinko jaana tha wo chalein gaye [The ones who had to go are already gone].""

The protest at Gandhi Park saw a stream of visitors, with women taking turns to occupy a tent accompanied by their toddlers.

Samreen, (23), also a homemaker, said: ""Stop playing politics in our name. If you [Centre] say that there are rumours about the CAA then why don't you come and clear our doubts? We brought you to power and now just because we are questioning you, we are being called 'anti-nationals'. If the police are with the Centre then where will we get the bullets from? What narrative are you trying to spread and why should we even support this law?""

With a toddler in tow, Ms. Samreen added: ""Education and economy in the country is in a bad shape. Instead of talking about real issues why spew hate? Yahan pe kaam chalega jumla nahi [Work matters here and not gimmicks].""

Taira, (60), who is a regular at the demonstration, said: ""We are here for our demands not for anything related to the elections. While some are dragging Arvind Kejriwal into the issue, others are talking about the BJP. All we want is our rights.""

Adding that the protesters are trying to ""speak to the Centre and not the Delhi government"", Ms. Mallick added, ""Our concern is with the ones who brought in this law in the first place. So it does not matter whether Mr. Kejriwal is supporting us or not. We want the Centre to hear us. It is high time that politics over the Hindu-Muslim dichotomy ends.""",,,
115,,"Bengaluru: Actor Naseeruddin Shah late Friday evening made a surprise appearance at Bilal Bagh, Bengaluru's Shaheen Bagh where women are on indefinite dharna against Citizenship (Amendment) Act 2019. He said women protesting in similar spaces across the country have given him the courage to speak up about all that's wrong with the country.

Thousands of women thronged the shamiyana at the protest venue to catch a glimpse of Shah, who arrived around 9pm. They applauded his remarks attacking critics of the anti-CAA protest.

""These brave women are being asked by some that how can they come out on the streets. Have the men sent them to protest? Who gave them permission? And to them, I have only one thing to say: These brave women are awakened now and don't need anyone's approval,"" Shah said to the roaring applause from the all-woman gathering.

""When students in Jamia Millia Islamia are attacked, when a nine-year-old girl in Bidar is traumatised and is forced to live alone because her mother is taken into custody on no grounds and when in Delhi's Gargi College, miscreants enter the premises and misbehave with our daughters, people who have spoken about 'beti-padao beti-bachao' seem to have still not found a voice to speak out,"" Shah said, adding the incidents left his blood boiling.

""But women like you in Shaheen Bagh and Bilal Bagh help me find courage and peace of mind,"" he said. Shah stayed at the venue for around 15 minutes and organisers had a tough time escorting him out due to the huge crowd.

Earlier in the day, independent Gujarat MLA Jignesh Mevani assured the protesters that he would take their message of peace and resistance to Delhi's Shaheen Bagh and everywhere else where similar protests are under way.

""...I bring you the message of the sisters protesting at Delhi's Shaheen Bagh and Patna's Sabzi Bagh that 'we all are determined, you too remain firm in your resistance and we promise victory will be ours',"" Mevani told the women whose protest entered the seventh day on Friday.

Mevani said whenever someone asks him why protests like Shaheen Bagh are cropping up everywhere in the country and why do so many people go there, he answers: ""Whoever has a conscience will go to Shaheen Bagh, Bilal Bagh and the likes. Those who place their belief in Manusmriti will build detention centres and those who place it in the Constitution will come to Shaheen Bagh.""

""I know you are full of enthusiasm but do remember to keep the slogans of Jai Shri Ram' and 'Nare Taqbeer' in your hearts and homes. Because this is not a Hindu vs Muslim or India vs Pakistan fight. It's BJP vs the entire India,"" he said.",,,
116,,"New Delhi: ""Kaam to kiya hai"". That's the refrain about AAP this correspondent kept hearing on a daylong whistle-stop tour across swathes of south Delhi from Govindpuri to the Cantonment. The tone varies -- those openly declaring that they'll vote for 'jhaadu' say it with pride, while for self-declared BJP and Congress supporters, it is a grudging acknowledgement. 

Judging by this sample of a few dozen people in one part of the capital, Arvind Kejriwal's strategy of making what his government has delivered the sole plank of the election campaign appears to be paying off. In contrast, BJP's high-decibel pitch on Shaheen Bagh, CAA, the 'tukde tukde gang' and so on may not quite be yielding electoral dividends. Most people felt the anti-CAA protests were wrong, but said this had little to do with Delhi polls. 

Many of those spoken to also made it clear that they had voted for Modi (it's the PM whose name is mentioned, not his party's) in 2019 and would do so again in the Lok Sabha polls, but were just as clear that Kejriwal was their choice for running Delhi. Congress as a party is seen by most as not even in the contest, though individual candidates do seem to be in the fray in specific constituencies. 

So what is this ""kaam"" that keeps coming up in discussions? Some elements are predictable -- electricity and water bills being reduced or eliminated, or bus rides being made free for women, for instance. But, as more than one person pointed out, these are concrete, measurable gains. The amounts varied depending on which economic strata one spoke to. Some said they were saving from Rs 1,500 to 2,000 a month from the subsidies and freebies, others even as much as Rs 4,500. 

But at least as important as these quantifiable gains is the perception of government schools being improved. A group of elders in Hauz Rani, both Muslims and Hindus, waxed eloquent about the local school. Some of them had their children studying in private schools. If the improvements continued, they said, they would consider shifting their kids to the neighbourhood government school. 

Health is another area where the government is seen as having made a difference -- and not necessarily through mohalla clinics. Vicky, a fruit seller in Malviya Nagar who makes it clear he will vote for BJP, nods in acknowledgement as a tender coconut seller beside him holds forth on how the government hospital in the locality has been beefed up. Medicines, once hard to come by at the hospital, are now more often than not available, he admits. And, if the hospital is unable to treat you, the doctors put that down in writing and the government foots the bill for your treatment even in corporate hospitals, he adds in amazement. Whether or not this actually works quite so smoothly, the perception is telling. 

Roads, sewage lines and hand pumps being installed also figure in this discourse on 'kaam'. The perception that AAP MLAs are accessible and you can get to them without going through middlemen doesn't hurt either, though this could be specific to the constituencies visited. 

The young are particularly focused on ""development"". ""Unemployment is the main issue for us. You have lived the best of your life, but ours still lies ahead,"" says Nadeem, who seems in his early 20s. Without jobs, the best and most educated of our generation are forced to do ghulami (slavery) in foreign countries. This is what we need to fix instead of wasting time on frivolous issues."" 

Parampreet Singh, who runs a furnishings shop in Kalkaji, has a similar take: ""Look around the world. Have any of the developed countries got where they have by obsessing about religion? On the other hand, look at places like Pakistan or Afghanistan. Do we want to become like them?""",,,
117,,"A protest against the Citizenship (Amendment) Act (CAA) here on Thursday evening, with All India Majlis-e- Ittehadul Muslimeen (AIMIM) chief Asaduddin Owaisi as chief guest, ended up embarrassing the organisers after a student-activist, who was allowed to talk on stage, suddenly raised pro-Pakistan slogans.

The college student, identified as Amulya Leona, has been charged with sedition, provoking enmity between groups, and intentional insult to provoke breach of peace, said Deputy Commissioner of Police Ramesh Bannoth.

It was just after Mr. Owaisi's arrival on the stage at Freedom Park here that the 19-year-old student was asked to speak. After preliminary remarks, she suddenly shouted ""Pakistan zindabad"" thrice, leaving the crowd and organisers stunned.

Some of the organisers rushed to her and tried to take the mike away and stop her from speaking further. Mr. Owaisi too joined in. Holding on to the mike, the girl then went on to shout ""Hindustan zindabad"" twice, before a posse of police personnel and organisers whisked her away from the stage.

Soon after the student was taken away, a visibly upset Mr. Owaisi told the crowd: ""Whatever has been spoken [by the girl] is wrong. Neither my party nor I has any connection with it. As long as we are alive, we will be raising Bharat zindabad slogans. Never had we any relationship with Pakistan nor will we have anything in future,"" he announced.

He further stated: ""This is condemnable. The organisers should not have invited such people to this place. If I had known that these kind of things would be said here, I would not have come here.""

It is unfortunate that the organisers have invited such people and a wrong message is going out, he said.

""Now, BJP has got an opportunity and will blame me,"" he added.

Every speaker, who took the podium after the incident, condemned the pro-Pakistan slogans raised by Amulya.

Janata Dal (S) councillor representing Gurappanapalya, Imran Pasha, one of the organisers of the protest under ""Hindu, Muslim, Sikh, Isayi Federation"", claimed that they had not invited the ""activist"" and were not aware that she would be speaking from the stage. Mr. Pasha said that such statements were ""a deliberate attempt to drive a wedge between Hindus and Muslims"".

Meanwhile, the BJP State unit tweeted, ""Truth is that protests against CAA are a joint venture between Pakistan and anti-National forces led by INC India."" In a press release, BJP State unit president Nalin Kumar Kateel termed this as an ""anti-national act"" and urged the police to take action.",,,
