Article,Label
"NAGPUR: Hitting out at AIMIM leader Waris Pathan over his '15 crore Muslims can be heavy on 100 crore' remark, Maharashtra BJP legislator Girish Vyas has said he should remember what happened in Gujarat.

Vyas, who is an MLC and a BJP spokesperson, also urged the Muslim community to boycott people like Pathan and ""teach them a lesson"".

""The youths and patriots of this country and each worker of the BJP are ready to give a befitting reply to Waris Pathan in the same language he has used,"" Vyas said while speaking to TV9 news channel on Friday.

""We are tolerant and patient, but this not does mean that we cannot deal with them. Remember Gujarat, the incidents happened in Kalupur. If they take that into account...I feel the Muslims there today do not dare to rise again,"" he said.

Vyas was apparently referring to the 2002 post-Godhra riots in Gujarat, in which over 1,000 people, mostly of the minority community, were killed. ""Maharashtra chief minister (Uddhav Thackeray) should take action against Pathan for sedition and the Indian government should send him to Pakistan,"" he added.

Vyas, who is from Nagpur, dared Pathan to come to his city.

""We will make proper arrangement for you. Do you think we are wearing bangles? We are ready to deal with you. But we feel that there should not be any disharmony in the society,"" he said.

""We request the Muslim community to boycott such people. The community should teach a proper lesson to those who are trying to create disharmony in the society,"" Vyas added.

While addressing an anti-Citizenship (Amendment) Act (CAA) rally at Kalaburagi in North Karnataka on February 16, Pathan had allegedly said, ""We have to move together. We have to take Azadi (freedom), things that we don't get by asking, we have to take it by force, remember it...(We may be) 15 crore, but are heavy on 100 (crore), remember it.""",BJP
"JAIPUR: A day after Pakistan declared locusts as ""national emergency"", fresh swarms were sighted at Srikaranpur tehsil and its villages in Sriganganagar district and at Dechu area in Jodhpur district on Sunday.

However, the agriculture and revenue department authorities and the Locust Control Organisation (LCO) were relieved as a very minimal presence of locusts was confined to Sriganganagar district only, out of the 10 other affected districts. The fresh attack has came as a major setback to their locust control programme.

Rajasthan started witnessing the locust attacks since May 2019 and after a minor gap in September, locust swarms were witnessed in western Rajasthan especially the border districts including Sriganganagar, Hanumangarh, Bikaner, Nagaur, Jodhpur, Churu, Barmer and Jaisalmer and others including Jalore and Sirohi. According to a government estimate, crops on 3.65 lakh hectare of land were damaged till January, while the farmers' union claimed in Rajasthan, around 7.17 lakh hectare of land has seen crop damage.

Chief minister Ashok Gehlot had already told the district collectors in the affected districts to complete the crop damage assessment and distribute the compensation. In a symbolic protest, BJP MLA Bihari Lal Nokha in Rajasthan had recently entered the state assembly carrying a basket full of locusts to draw the government's attention to the farmers affected by the menace. ""On Sunday, we were informed about the fresh swarms of locusts which were witnessed at many villages in Srikaranpur tehsil of Sriganganagar district. We were also informed about fresh swarms at Dechu village in Jodhpur district. It is of course a fresh attack and is alarming as Pakistan on Saturday had declared swarms of locusts as national emergency,"" LK Gurjar, deputy director, LCO told TOI over phone from Srikaranpur.

Gurjar said that the authorities in various districts have enough pesticides and resources to further contain the locusts. He added that the authorities associated with locust control in Pakistan on Thursday had maintained that they were free from locusts, while the neighbouring country declaring the swarms of locusts as national emergency on Saturday, is little mysterious.

""When we had spoken to their authorities they had maintained that they have fully contained them (locusts), however Pakistan declared it as national emergency,"" said Gurjar.

Authorities in the agriculture and revenue department who have already completed the task of Girdawari (crop assessment), also received a setback as fresh locust swarms were witnessed on Sunday. ""Our team visited various affected villages in Dechu (Jodhpur) and villages under Srikaranpur tehsil of Sriganganagar,"" said a senior officer of agriculture department.",None
"NEW DELHI: Congress leader Rahul Gandhi on Friday remembered the 40 CRPF personnel killed in the Pulwama attack last year and asked who benefitted the most from the attack and what is the outcome of the inquiry into it.

Gandhi asked who in the BJP government had been held accountable for the security lapses that allowed the attack.

""Today as we remember our 40 CRPF martyrs in the #PulwamaAttack, let us ask: 1. Who benefitted the most from the attack? 2. What is the outcome of the inquiry into the attack? 3. Who in the BJP Govt has yet been held accountable for the security lapses that allowed the attack?"" he asked on Twitter.

BJP's Amit Malviya hit back at the Congress leader and asked if he (Rahul) is suggesting that the attacks were not carried out by Pakistan.

On February 14 last year, Jaish-e-Mohammed suicide bomber Adeel Ahmed Dar drove an explosive-laden car into a convoy of security forces, killing 40 personnel.",congress
"NEW DELHI: The anti-CAA protesters at Shaheen Bagh have extended an invitation to Prime Minister Narendra Modi to come and celebrate Valentine's Day with them on Friday.

The protesters, who are staging a demonstration since December 15 last year demanding withdrawal of the contentious Citizenship (Amendment) Act (CAA) and a proposed all-India National Register of Citizens (NRC), will also unveil a ""love song"" and ""a surprise gift"" for Modi.

Posters at the protest site in south-east Delhi and also circulating on social media platforms read: ""PM Modi, please come to Shaheen Bagh, collect your gift and talk to us.""

""Whether Prime Minister Modi or home minister Amit Shah or anyone else, they can come and talk to us. If they can convince us that whatever is happening is not against the Constitution, we will end this protest,"" Syed Taseer Ahmed, one of the first protesters at Shaheen Bagh, told PTI.

He said according to the government's claims, the CAA was ""to award citizenship and not to take away someone's citizenship"", but nobody explained ""how is it going to help the country"".

""How is CAA going to help us tackle issues of unemployment, poverty and economic slowdown, which are the most pressing issues,"" Ahmed said.

Protests against the CAA and the NRC unfolded at Shaheen Bagh, Zakir Nagar, Jamia Nagar, Khureji Khas and other places in the national capital and elsewhere in the country in December.

The protesters at Shaheen Bagh have pitched a tent on a main road linking Noida to south-east Delhi via the Kalindi Kunj bridge, which, according to an official estimate, witnesses movement of around 1.75 lakh vehicles on a daily basis.

Ahmed said school buses, ambulances and emergency vehicles were allowed hassle-free movement since the protest started two months ago and the claim that the stir was causing a lot of problems to the common people was ""exaggerated"".

""Had it been at the levels as it is being portrayed by some people, we would have been evacuated from here long ago. The BJP would have won the Delhi polls and the Centre would have removed us. So, this claim that the Shaheen Bagh protest is causing major inconvenience is unsubstantiated,"" he added.

According to the CAA, members of Hindu, Sikh, Buddhist, Jain, Parsi and Christian communities who have come to the country from Pakistan, Bangladesh and Afghanistan till December 31, 2014 after being subjected to religious persecution will not be treated as illegal immigrants but given Indian citizenship. The law excludes Muslims.

Those opposing the law contend that it discriminates on the basis of religion and thus, violates the Constitution.

They also allege that the CAA, along with the NRC, is intended to target the Muslim community in India.

However, the Centre has dismissed the allegations, while maintaining that the law is intended to give citizenship to persecuted people from the three neighbouring countries and not to take away the citizenship of anyone.",BJP
"Resistance to CAA in some pockets has sometimes been described as anti-national, mostly by the leaders of the ruling party, the BJP.

Senior Congress leader P Chidambaram has said that we (the Indian society) have reached a point where the debate on secularism has shifted to a debate on who is a citizen of India. The senior Congress leader and former finance minister was speaking at a function organized by SBF India on Saturday.

Chidambaram's comments follow an intense ideological debate around the ideas of secularism, nationalism, and democracy taking place in the backdrop of the government's move to amend the Citizenship Act and the fears that it combined with a nationwide National Register of Citizens could be used to discriminate against the Muslims.

Resistance to the legislation in some pockets has sometimes been described as anti-national, mostly by the leaders of the ruling party, the BJP.

""We have had debates on secularism in the last 20, 30, 40 years, but we have reached a point where the debate on secularism has shifted to a debate on who is the citizen of India. Somehow, these two issues have been conflated, if you are secular today, there are people who will call you anti-national,"" Chidambaram said.

A few BJP leaders including UP chief minister Yogi Adityanath and union minister Anurag Thakur were pulled up by the election commission for their speeches with potential to disturb the communal harmony. The BJP leaders made references to anti-CAA protestors, especially in Delhi's Shaheen Bagh and Jawaharlal Nehru University (JNU) as ""anti-national"" and alleged that those supporting the protestors were speaking the language of Pakistan.

""If you are secular today, they will call you, you are speaking the language of Pakistan, if you are secular, your patriotism is in question, and many of these people will also have their citizenship questioned in the course of time; that is the point of danger at which we have seemed to have arrived in the last few years,"" Chidambaram said.

Chidambaram is one of the fiercest critiques of the current Narendra Modi led BJP government at the centre.",congress
"Days after a young woman in Bengaluru was arrested and slapped with sedition charges for raising Pakistan Zindabad slogans at an anti-Citizenship Amendment Act rally in Bengaluru, Karnataka's agriculture minister B C Patil has called for law to ""shoot at sight"" those who speak ill of India or raise pro-Pakistan slogans.

""In my opinion there is need for a law that has to be brought in India - Shoot at Sight law has to brought in India for those who speak ill of India or raise pro-Pakistan slogans. It is very much needed,"" Patil was quoted as saying by ANI.

Patil said he would request Prime Minister Narendra Modi ""to bring in a tough law to deal with traitors.""

""They're enjoying food, water and air of India. Why should they be here if they raise 'Pakistan zindabad' slogan? In China, people are scared to talk against their country. I request PM Modi to bring in a tough law to deal with traitors,"" Patil said.

Many BJP leaders have accused anti-CAA protesters of being traitors. In the campaign for the Delhi assembly elections recently, Union minister Anurag Thakur was slapped with a ban by the Election Commission after he egged a crowd at a rally to chant 'Shoot the traitiors'. Over the past two months police across the country have slapped sedition charges against many anti-CAA protesters.

Punishment under the Section 124A of the Indian Penal Code that deals with sedition ranges from imprisonment up to three years to a life term, to which fine may be added. A person charged under this law is also barred from a government job.

Rights activists say the British era law has been used to suppress dissent in the country particularly against marginalised communities and minorities.",BJP
"NEW DELHI: The turnout in Delhi for the assembly election fell short of its record in 2015 when AAP had bagged 67 seats out of 70. It was a sunny Saturday but voting was sluggish till afternoon. According to the latest figure available with the EC, which is subject to revision, the turnout stood at 61.5%, against 67.1% in 2015 when AAP recorded a spectacular victory.

The voter turnout in the capital had been consistently going up since 1998 when just about 49% of the electorate had stepped out to cast votes. In the 2019 Lok Sabha polls, 60.6% voters had exercised their franchise. Delhi election officials said though the voter turnout had crossed the 2019 parliamentary election figure, it won't reach anywhere close to the 2015 one.

Interestingly, in absolute terms, some 1.62 lakh more people voted on Saturday as compared with the 2015 polls.

Accepting that the voter turnout was less than expected, election officials said it was too early to look for reasons. ""Several factors contribute to the voter turnout. We are still waiting for the final numbers and won't comment on it yet,"" said chief electoral officer of Delhi Ranbir Singh.

While final numbers are still being computed, Seelampur in northest Delhi reported the largest turnout of 71.4% followed by 70.6% in Mustafabad assembly segment. Delhi Cantonment witnessed the least number of people coming out to vote at 41.3% followed by Chhattarpur with 46.5%.

Though it was a triangular contest in most seats, the battle was essentially between AAP and BJP. AAP had sought votes on the work its government had done in health, education, water and other sectors, including giving free power, water and bus rides to women. BJP made it essentially an election on national security and nationalism. It highlighted the protests against the amended citizenship law, abrogation of Article 370 and 35A, the SC judgment in the Ram temple case and surgical strikes on Pakistan.",None
"It is so much easier and happier when everyone else but us is in the wrong

A few days ago, I had an interesting chat with a gentleman; let's call him H, a huge BJP supporter. H told me he was deeply disappointed with the party; that they had conclusively proven they were clueless about economics, policy or governance. But, said H, he would still vote BJP because, Hindutva. In 2014, I remember the same people insisting they were voting for progress, development and administration. In 2020, it is a relief to see they no longer have to keep up the pretence.

H and his ilk will never forgive corruption or a failing economy or poor administration in any political party that dares to treat all religions as equal. But if the political party's avowed aim is Hindutva, then suddenly, they don't really care where the jobs are or if every single high-value contract steadily goes to a single company.

Anyway, a few days ago, I mailed H the names of the 13 Navy personnel, all Hindus, who have been arrested for spying for Pakistan. His response? ""They were greedy and stupid. Not evil. This distinction must be made."" I asked if he would make this distinction if the names had been Muslim or Christian. He hasn't replied yet.

And therein lies the crux. Neither criminality nor evil has a religion, but as long as we convince ourselves that being Hindu somehow absolves us of all criminality but being Muslim makes us intrinsically evil, we will carry the burden of communal bias with us to the grave.

Let us fast forward to the violence that broke out in Delhi this week. Ask yourself why a CAA protest that was peaceful for months would turn into a violent conflagration immediately after a BJP member named Kapil Mishra marched with a mob to a protest site and blatantly declared, with a smiling policeman standing next to him, ""After Trump leaves, not even the police can stop us. Either you stop the protest or else.""

The slogans shouted, the colour of the flags raised, the identifying of victims by religion, the religious shrines attacked -- there are videos and photos and ground reports that testify to all of this. But none of it will matter. Because if you are Hindu and you commit a crime, you are blinded by passion or you are provoked or you're angry or it is in self-defence -- but you are never communal and you are never biased and you are never, ever evil.

In Delhi this week, both Hindus and Muslims have been killed and injured and had their property destroyed. But as the days and the WhatsApp forwards and the TV programmes unfold, one thing will soon become absolutely clear to all of us. Every Hindu victim we will find was attacked by bloodthirsty, communal, religious bigots whose only aim is to destroy Hindus and break up India. All other victims? Mere collateral damage.

So, what provoked us peaceful Hindus to inflict this erm... collateral damage? The CAA protest. And why should that be? Isn't Delhi immune to protests by now? Marches for Nirbhaya, vigils for Jessica Lal, millions of farmers squatting, Dalit marches, Section 377 parades... the list is endless. Surely they could have ignored this one, too?

Ah, but you forget. This protest was by Muslims. How dare a minority community that is here on our sufferance protest? How dare they keep it peaceful? How dare their 'backward' women find a voice? How dare they sing the national anthem and raise the tricolour? How dare they include inter-faith songs and prayers? How dare their leaders speak like statesmen and advise peace and non-violence?

Every demonising stereotype so carefully cultivated around the community over the last few years was systematically broken by the CAA protests. And that is why Delhi had to burn.

In the ensuing mayhem, we can always get away with murder because we are Hindu (and the cops are with us), but over the coming weeks we will be able to frame a hundred TV programmes that satisfyingly condemn and label everyone else as terrorists, anti-nationals and criminals. Once all the stereotypes are thus re-established, we will be able to happily return to the moribund economy and Melania Trump's designer sherwani and our morally pure lives, convinced that we can never do wrong.",BJP
"NDA ally Lok Janshakti Party's chief Chirag Paswan expressed strong disapproval of Singh's remarks

The country is paying the price for its failure to send Muslims to Pakistan and bring Hindus to India after the Islamic state came into being at the time of Independence, Union minister Giriraj Singh has said, triggering a fresh controversy.

The BJP leader made the remark in Purnea district in the Seemanchal region of Bihar which has a sizeable Muslim population and where the Begusarai MP was canvassing in favour of the Citizenship (Amendment) Act.

Highlighting the need for such a legislation, he told reporters late Thursday ""when our forefathers were fighting for Independence from British rule, Jinnah was pushing for the creation of an Islamic state"".

""Our forefathers, however, committed a mistake. Had they ensured that all our Muslim brothers were sent to Pakistan and Hindus brought here, the need for such a move (CAA) would not have arisen. This did not happen and we have paid a heavy price for it,"" the BJP leader said.

The CAA, which seeks to fast-track granting citizenship to non-Muslim refugees from Pakistan, Bangladesh and Afghanistan who might have fled their home countries because of religious persecution, has become a major bone of contention since it is feared that a country-wide National Register for Citizens (NRC) may follow.

The Narendra Modi government, which had formerly hinted that a country-wide NRC was on the anvil, seems to have put it on the back-burner though a section of citizens across the country, especially Muslims, have been organising protests out of fear that, if implemented, the NRC may result in a large number of people becoming Stateless.

Singh has often been in the crosshairs of the opposition for placing his foot in the mouth. This time, however, his words were frowned upon even by NDA ally Lok Janshakti Party, founded by his cabinet colleague Ram Vilas Paswan and now headed by his son Chirag Paswan.

The young LJP chief, who kicked off a state-wide ""Bihar First-Bihari First"" yatra here Friday morning, to project the NDAs progressive face ahead of the assembly polls due later this year, expressed strong disapproval of Singh's utterance and noted the coalition had to suffer in the Delhi polls because of ""divisive"" remarks by BJP leaders.

""We are an NDA constituent but many times our coalition partners say things which the LJP does not at all agree with. This one (Giriraj Singh's statement) is such an example. Had a person of my party spoken in this fashion, I would have taken responsibility and acted,"" Paswan said.

He said he had placed his view repeatedly on record that the coalition had to suffer on account of divisive remarks, Paswan said in apparent reference to inflammatory speeches by BJP leaders like Union minister Anurag Thakur and BJP MP Parvesh Verma, among others.

""The people of Delhi voted on the basis of performance. We wish they do so again in Bihar and real issues don't get drowned in political cacophony.

""The Nitish Kumar government has accomplished a lot, though much more needs to be achieved. We wish to reach out to people with our vision for the future, said Paswan, before he embarked on the yatra on a customised bus decorated like a chariot in front of which he offered prayers and smashed a coconut.

Meanwhile, Giriraj Singh who loves to wear his Hindu nationalism on the sleeves was busy joining issue with Asaduddin Owaisi's AIMIM which has been under attack for controversial remarks by its leader Waris Pathan.

Sharing a video of an old speech by Owaisi's brother Akbaruddin which had landed him in jail, besides Pathan's recent remark, Singh asked the opposition RJD-Congress combine in Bihar and the ""tukde tukde gang"" whether they wanted to ""convert India into Pakistan"".",BJP
"Aam Aadmi Party's emphatic victory in the 2020 Delhi assembly election is a revolution in the way politics is done in this country and will set benchmarks for other political parties nationally.

Eight years back, AAP had forayed into politics to provide an honest alternative to citizens. Several such attempts in the past have withered away within a few years. The fact that AAP has emerged strong and tall after completing a full term in government despite repeated attempts to stall its progress indicates not just an electoral but a moral victory for the Kejriwal model of development.

This model makes clean and able governance and provision of basic infrastructure and amenities as its sole focus. It is the relentless pursuit to not just provide fundamental necessities like education, health, electricity, water, sanitation, women safety and transport to people but to do it in a transparent and equitable manner that has led to this historic mandate for AAP.

The Kejriwal model of development stands in contrast to the identity politics that had held sway in India so far because it creates a new identity in politics altogether -- that of a party which works for the welfare of all. Every common person, every citizen can associate itself with AAP's politics even as they hold on to their religious, caste, societal, gender affiliations. AAP stands for progress of all classes and all masses, no discrimination whatsoever. Kejriwal model of development also advances a new narrative of patriotism, one which doesn't evoke feelings of nationalism by dividing society on communal lines or by raking up the bogey of Pakistan whenever convenient.

This model of development promotes patriotism which comes from knowing that your government has provided access to world-class education and healthcare for every child of India -- rich or poor. That our homes too can have 24x7 electricity and water, and that our homeless too can sleep with dignity on the harshest of winter nights.

Not just the people of Delhi, but the people of India too have seen how AAP worked against all odds and how every effort was made to fight for the rights of people of Delhi, even as BJP at the Centre, with all its power and resources, only created roadblocks. It is noteworthy that a democratically elected government, which won a huge mandate, was prevented from doing its work for petty politics by a party which cites its own electoral mandate to justify anything and everything under the sun.

And yet, AAP under Arvind Kejriwal stood committed to its model of development and consciously chose to rise above these political differences and focus only on the work at hand -- progress for Delhi and all its citizens. AAP's victory is not just a victory for any of its leaders, but for the people, who have unequivocally announced, through their vote, that if a party works sincerely for five years, then it doesn't need to rake up imaginary issues at the time of election. It can go to people with its 'report card' and get rewarded.

This election victory for Aam Aadmi Party is also a wake-up call for all other political parties because now they know that people in their states will point to the work AAP has done in Delhi and demand the same from their governments. Top class government schools, hospitals, clinics, 24x7 electricity, cheap electricity and water can happen everywhere in India, just look at Delhi -- the people of other states will demand knowing that all of this can be delivered if a government is committed to it.

The Kejriwal model of development is not just in people's interest but in national interest because it is only when our governments focus relentlessly on the work they have been elected to do that a nation as a whole, each and every citizen in tow, will progress towards greater heights. Today Delhi has shown that it stands with this model of development, this definition of patriotism. Tomorrow more states will follow and soon India will seen a new dawn of politics emerging to which every citizen can proudly associate itself with.",aap
"Rahul Gandhi said this when he was asked about Modi's ""tubelight"" barb at him during his reply to the motion of thanks to the President's address in the Lok Sabha on January 6.

Hitting back at Prime Minister Narendra Modi over his ""tubelight"" barb, Congress leader Rahul Gandhi on Friday said he does not behave like a Prime Minister.

He also alleged that the ruckus in the Lok Sabha was ""orchestrated"" to prevent him from questioning the government.

""Normally, a Prime Minister has a particular status, a Prime Minister has a particular way of behaving, a particular stature, our Prime Minister doesn't have these. He does not behave in a prime ministerial way,"" he told reporters outside Parliament.

Mr. Gandhi said this when he was asked about Modi's ""tubelight"" barb at him during his reply to the motion of thanks to the President's address in the Lok Sabha on Thursday.

He also said: ""We are being stifled and we are not being allowed to speak in Parliament. They have suppressed our voices.""

On Friday, there was an uproar in the Lok Sabha over comments made by BJP MP and Union Health Minister Harsh Vardhan against Mr. Gandhi. The House was adjourned for the day at 2 p.m.

""The orchestrated ruckus in Parliament today was designed to prevent me from questioning the government. The youth of India can clearly see that the PM has no clue about how to tackle the unemployment crisis,"" said Mr. Gandhi.

""To protect him (Narendra Modi), the BJP will keep disrupting Parliament, preventing debate,"" the Congress leader said on Twitter later.

Mr. Gandhi told reporters that he was seeking to raise an issue of the people of his Lok Sabha constituency Wayanad not getting access to medical facilities in the absence of a medical college.

""But I was prevented from doing so,"" he said.

Mr. Vardhan's comments on Mr. Gandhi led to the ruckus in the Lok Sabha with some Congress MPs, including Manickam Tagore, protesting in the Well of the House.

""The BJP obviously does not like me to speak in the House. In a completely unparliamentary manner, the Union Health Minister raised something that I said outside, which he has no business of doing during the Question Hour. So, we were raising it with the Speaker,"" the former Congress chief said.

""I think, the main issue is that we are being stifled. We are not allowed to speak in Parliament. The health minister instead of giving an answer to my question, was raising some other issue. Where ever they can suppress our voice, they try to do that,"" he said.

Mr. Gandhi denied that Mr. Tagore attacked anyone and alleged that he was instead attacked.

""Yesterday, the Prime Minister gave a long speech, I asked him what is happening about jobs and employment. The Prime Minister talked about Jawaharlal Nehru, he spoke about Pakistan and all sorts of things, the Congress party, but the Prime Minister is unable to answer what he is doing to give jobs to the youth of the country.

""He is unable to give an answer and jobs to the youth, and that is why this drama that you saw today,"" he said.

Mr. Gandhi along with Congress leader in Lok Sabha Adhir Ranjan Chowdhury later met Speaker Om Birla over the ruckus in the House.",congress
"Delhi Elections 2020: Amit Shah asked voters in Delhi to choose between those who eliminate terrorists through surgical strikes and airstrikes carried out inside Pakistan and those who support Shaheen Bagh.

BJP leader and home minister Amit Shah has thrown a virtual challenge to Delhi Chief Minister and AAP leader Arvind Kejriwal to retain his assembly seat of New Delhi in the February 8 polls. Shah, who is leading the BJP's election campaign, said the ground under Kejriwal's feet was slipping and the Delhi assembly results will show that.

In 2015 polls, Kejriwal had won the New Delhi seat by defeating BJP's Nupur Sharma by over 30,000 votes. The BJP has fielded Sunil Yadav, the president of the Delhi unit of the Bharatiya Janata Yuva Morcha (BJYM), against Kejriwal this time.

Shah said 'lotus' (BJP's electoral symbol) will bloom on the New Delhi seat this time.

""Kejriwal ji leave the rest of Delhi, go to your New Delhi seat. This time ground has slipped from under your feet. I will tell media colleagues on counting day, focus on that seat and see the result. This time a lotus named Sunil Yadav will bloom there,"" said Shah during a rally in Chhatarpur, south Delhi.

Shah's challenge to Kejriwal comes amid AAP allegations that BJP was deliberately stoking unrest in the capital and allowing the law and order to deteriorate so that it could be used as an excuse to postpone assembly elections. AAP leader Sanjay Singh made the allegations while reacting to the incident of an armed man opening fire on those protesting against the amended citizenship law near Jamia Millia University on Thursday. A student was injured in the incident. The AAP leader said that Shah was planning to destabilise Delhi.

Shah, however, appeared undeterred by the charge as he launched a blistering attack against the AAP and said the choice is between those who eliminate terrorists and those who support Shaheen Bagh.

""Two forces are face to face in the assembly elections in Delhi. On one side is Prime Minister Narendra Modi who eliminated terrorists through air and surgical strikes inside Pakistan and on the other hand are those supporting Shaheen Bagh. You have to decide whom do you support,"" he said.

Attacking senior AAP leader and Deputy Chief Minister Manish Sisodia, Shah said the BJP was with thousands of Pakistani refugees living in Delhi's Sanjay Colony.

""Sisodia said I am with Shaheen Bagh. Now I am saying we are with Sanjay Colony. I want to say to Dalits who came from Pakistan and settled in Sanjay Colony that you have as much right over this country as I and my son have,"" he said.

Shah said Kejriwal had failed to fulfil promises he made before elections. He said Kejriwal had sworn against using government accommodation and vehicle but gladly accepted the privileges after coming to power.

Shah also claimed that Kejriwal's promises on clean water, smooth roads, new schools and colleges and CCTV installations were all lies and BJP had a right to question them.

""When we question Kejriwal on his false promises, he alleges it to be an insult to Delhi residents. Why will it be an insult to people of Delhi, they are our brothers and sisters. Don't we have a right to question your (Kejriwal's) lies. Do you consider yourself to be Delhi,"" Shah said.

Shah also repeated his accusation that Kejriwal had misused Anna Hazare-led civil movement. Delhi will go to polls on February 8 and the campaigning will end on February 6.",BJP
"NEW DELHI: Ahead of US President Donald Trump's maiden visit to India, former Union minister and Congress leader Anand Sharma on Sunday said so far there are no positive indications that the high profile visit would yield any major outcomes.

However, former external affairs minister S M Krishna feels the visit assumes importance as both the US and India need to nourish and maintain the relationship between them further.

The US president and First Lady Melania Trump will be in India from February 24 to 25.

The visit is important in relation to the fact that the US is a major power, but that is all, Sharma said.

""So far I do not have any positive indication of any major outcome. It will be a continuation of defence and security cooperation, and a reaffirmation of our cooperation in space and nuclear sciences. It is ongoing and it will not be a new thing,"" Sharma, a former minister who handled external affairs under the Congress-led UPA 1, told PTI.

Krishna, who was external affairs minister during the UPA and is now in the BJP, feels though Trump's visit comes in the US presidential election year and a sizeable Indian expatriate population will vote, ""it should not be looked at from the narrow prism of US President's election"".

""It needs to be looked at a larger perspective as to what is happening in the region,"" he said.

Krishna said China will be closely monitoring the visit and the nature of talks that take place.

""It is a very important visit. The US and India have a very close and fruitful relationship especially after the Nuclear Accord. We have moved strategically close to each other and it is important for us to nourish and maintain the relationship further,"" he told PTI.

Asked about the possible outcomes, he said he was not privy to the agenda of Trump and Prime Minister Modi. But some treaties would surely be signed and some issues concerning the two countries would be taken up when a meeting of this kind takes place, Krishna said.

""It need not necessarily be bilateral as the outcomes may have the kind of impact that concerns the region,"" he said, noting that China and Pakistan would certainly be discussed.

Congress leader Sharma claimed that during the visit, there would neither be any trade agreement nor restoration of India's status under the Generalized System of Preference (GSP) bracket which the country previously had.

""There won't be any trade agreement. There won't be restoration of the GSP with all indications and the US making negative statements,"" he said.

""By putting India in the bracket of developed countries list, the US would drastically cut down any of the access and even the H1B visas which were available to India as a developing country because the US has quotas. So let us see. Except for a helicopter deal, there appears nothing in the offing,"" Sharma said.

He said ""we would have to wait and see if there will be outcomes"".

On whether Trump's visit would mean anything with regard to Pakistan, he said it was unlikely.

""US President Trump will give one message today and he will give another message tomorrow. He has done this in the past. Do not forget after the 'Howdy, Modi' event in Houston how he met Pakistan PM Imran Khan. So let us wait. They will not take an extreme position.

""They need Pakistan also for what they are doing in Afghanistan,"" said the deputy leader of the Congress in Rajya Sabha.

Sharma said the Trump visit should also not be seen as an attempt to balance the rise of China.

""China is five times bigger than us. India is in no position to balance. The US has its own equations with China (which) one should not forget. They make noises but they reach agreements quickly. They have a trade agreement. Let us wait,"" the Congress leader said.",None
"NEW DELHI: Lok Janshakti Party (LJP), a key BJP ally, on Thursday slammed a couple of saffron leaders, saying their ""inflammatory"" statements had led to violence in northeast Delhi.

Talking to TOI, LJP president and second-time MP, Chirag Paswan said, ""The top BJP leadership should take immediate action against its leaders like Kapil Mishra, Anurag Thakur, Parvesh Verma and Giriraj Singh for their hate speeches and statements. If Mishra's statement added fuel to fire in North-East Delhi, Thakur's statement of 'goli maro' had impact on protests and violence in Jamia area.""

""Action needs to be taken against all these leaders who vitiated the atmosphere. I am naming them. The manner in which Kapil Mishra talked about action once US President Donald Trump leaves the country and that too in the presence of senior policemen was one of the main reasons for the violence,"" he said.

Chirag also criticised a recent statement of Union minister Giriraj Singh who had said, ""Our forefathers committed a mistake. Had they ensured that all our Muslim brothers were sent to Pakistan during Partition in 1947 and the Hindus were brought here (from Pakistan), the need for the Citizenship (Amendment) Act would not have arisen. But this did not happen, and we paid a heavy price for it. When our forefathers were fighting for independence, Jinnah was pushing for creation of an Islamic state.""

The LJP chief said such statements are wrong and the BJP leadership should take action against those making them. ""This country is of all of us; as much for Hindus as for Muslims, Sikhs and Christians. Every section has contributed to the country's development. You can't blame or sideline a section of the society,"" he said.

Soon after Arvind Kejriwal's AAP swept the Delhi elections, Chirag had blamed hate speeches by 2-3 BJP members for NDA's poor show.",BJP
"In his first public address after the Delhi elections, Union home minister Amit Shah has said that BJP may have lost the polls because of controversial statements like ""goli maaro"" and ""India-Pakistan match"". However, he added that there was no way to really know why people pressed which button inside a polling booth. While it might be too much of a loss of face for BJP leadership to admit that their campaign strategy in Delhi was wrong, the fact that Shah is willing to concede that provocative slogans may have contributed to BJP's defeat is a good sign.

Over the last six years, BJP's campaign strategy for most elections has been based on dog whistle communalism and polarisation. While this may have seen the party reap rich political dividends in several instances, it isn't a formula that can be used repeatedly. Beyond a point, people see through the strategy and start demanding answers on the governance front. This is precisely what happened in Delhi where people seem to have voted for AAP on the basis of its focus on governance issues. Plus, constantly trying to polarise the electorate for electoral benefits damages the social fabric. This is again something that the larger public won't put up with since it harms everyone.

Thus, BJP needs to review its electoral strategy. It has created a party culture where members think it is fine to make provocative statements. In fact, as the Delhi campaign showed, many even think this is the way to get ahead in the party. But having lost a string of state elections, BJP should realise that polarisation as a strategy may motivate its core supporters, but won't help gain the confidence of the majority of the electorate. With Bihar and Bengal polls next on the political calendar, BJP has to change track. Otherwise, it risks biting the dust once again.",BJP
