Sr No,Event,Article ,Headline,Publisher,Label
166,,"The real challenge for AAP and its chief will come in other States as and when they decide to take the plunge.

As Arvind Kejriwal took oath as Delhi's Chief Minister for the third time on Sunday, one question that lingered repeeatedly was: what next for him?

Will he expand his politics beyond Delhi? Will the Aam Aadmi Party (AAP) once again look at Punjab where it had once flourished but now seems to have disintegrated? Will he foray into other States to acquire the political heft that he needs to project himself as a 'national leader'?

Such questions are asked whenever a political leader achieves a certain amount of success in his/her home turf. For example, when Narendra Modi won Gujarat Legislative Assembly elections for a fourth term in 2012, questions were asked if his next goal would be to lead the nation -- which he eventually did.

Political observers had noted how Mr. Modi had spoken to his fellow Gujarati voters in Hindi, while expressing his gratitude for the love they showered on him and his desire now to contribute towards the nation's growth.

So, has Mr. Kejriwal given any such hints in his speech after taking oath? Apart from expressing his love Delhiites and his desire to work with Mr. Modi for a better Delhi, there were no overt suggestions.

But the clues lie elsewhere -- in the radio messages, delivered in Mr Kejriwal's own voice, where the AAP chief spoke of Bharat Mata's every child getting employed, the sweat and toil of every farmer reaping profits, women feeling secure and so on. In the posters outside AAP headquarters, where it gave out a missed call number to get associated with 'Rashtra Nirman' (Nation Building), a word over which the BJP has almost claimed political patent.

If Lord Ram was an inseparable part of Bharatiya Janata Party's politics, Lord Hanuman is now AAP's mascot. From reciting Mr. Kejriwal reciting Hanuman chalisa to the party distributing calendars with Lord Hanuman's photo at the oath taking ceremony, AAP has developed its cultural symbols to go with its politics.

Analysts have termed this as being a more inclusive 'cultural Hindu' as opposed to hardline Hindutva politics of his rivals.

But this evolution of being a 'cultural Hindu' ensures that Mr. Kejriwal studiously kept out of university campuses -- Jamia Milia Islamia (JMI) and the Jawaharlal Nehru University (JNU) -- that had seen protests and violence over the Citizenship (Amendment) Act (CAA) and fee hikes. He also stayed away from Shaheen Bagh protestors.

Mr. Kejriwal's opposition to the CAA or support to the JNU came in the form of tweets. As he went about seeking votes on the basis of his government's work in the area of education, public health or public transport, many commentators believed that the AAP chief wanted to avoid 'getting caught' in a polarising narrative or being labelled as part of the 'tukde tukde gang'.

But the strategy seems well beyond the Delhi elections. The AAP chief is laying claim to, if not reclaim, the cultural and religious symbols that endeared his rivals to the majority Hindu community, a tactic that the Congress too adopted in State-specific elections such as Gujarat and Madhya Pradesh.

It is in this backdrop that the BJP's attempt to call him a terrorist didn't succeed in Delhi and may not do so nationally.

The real challenge for AAP and its chief will come in other States as and when they decide to take the plunge. Delhi minister Gopal Rai indicated nation-wide recruitment for AAP that neither has a robust organisation nor identifiable leadership outside Delhi.

It's influence in Punjab, the only State outside Delhi where it posed a challenge, too has been in the wane. Though there are rumours that though a sulking Navjot Singh Sidhu, who resigned as minister from Amarinder Singh government, could be roped in to revive the party in the State.

With the Congress party in a State of disarray, a few young leaders may see a future for themselves in AAP as an alternative platform.

So, the formidable challenge of building a robust pan-India organization will certainly weigh on Mr Kejriwal's mind while answering what next for him and his party.",,,
167,,"NEW DELHI: The Special Investigation Team of Crime Branch has sent a notice to the father and brother of Kapil Baisla, the Shaheen Bagh shooter, to join the probe. After giving a video statement on Tuesday, Baisla's father, Gaje Singh, and brother switched off their mobile phones and refused to join the investigation. It was found that the phone from which police had recovered the photographs of Baisla and his father joining AAP had only a handful of numbers saved, mostly belonging to his friends.

Police suspect he was using another phone, which he did not mention during interrogation. Cops has been focusing on the WhatsApp group which he was a part of. The group's details have been retrieved and members who made objectionable statements will be called in for questioning.

Sources said during his questioning on Wednesday, Baisla kept evading questions regarding the reason behind the firing. He kept changing his statement on his association with the group, whose members wanted to act against the anti-CAA protesters. ""His versions are being put on record,"" said a police officer.

Baisla's friend, Sarthak, was arrested and questioned. His statements were found to be contradictory. Baisla was taken to Shaheen Bagh on the route he had travelled to establish his claims.

Cops are trying to establish a conspiracy since Baisla claimed that he had bought the weapon seven years ago, but couldn't identify the seller. He kept changing his statement regarding the identity of the arms dealer. A manhunt has been launched to track down the dealers named by him.

Meanwhile, reacting to the allegations of violating the model code of conduct, a senior police officer said that some facts related to Baisla emerged during the course of investigation. On queries by the media, the officer concerned addressed the facts, which were also informed to the court. The remand copy, that was allegedly circulated, is a judicial document. Delhi Police maintained that it wasn't shared by any officer in the public domain.",,,
168,,"Curiosity heightened as outcome of elections to unseal fate of 672 candidates

Tight security arrangements have been put in place at various centres across the national capital where the counting of votes polled in the February 8 Assembly elections will take place on Tuesday.

The curiosity among people to know the outcome of the elections to the 70-member Delhi Assembly has heightened post-exit polls, that has forecast a big win for the ruling AAP, and the delay in announcement of the final voter turnout by authorities.

The election, seen as a contest between AAP and the BJP, which went aggressive during the high-octane campaign, was held on Saturday, sealing the fate of 672 candidates -- 593 men and 79 women.

Nearly 24 hours after the polling ended in Delhi, the Election Commission on Sunday announced that the final voter turnout was 62.59%, 5% less than 2015, and asserted that it followed the laid down process to compile data, after AAP questioned the ""delay"".

Authorities in the Delhi CEO office are gearing up for the counting of votes and adequate arrangements have been made at the centres spread across 21 location in the national capital, spanning 11 districts, officials said.

Exit polls on Saturday predicted an easy win for AAP, which sought to retain power on development plank, against the BJP that ran an aggressive campaign centred around the issues of anti-CAA protests and nationalism. Most exit polls also predicted that Congress is unlikely to open its account even this time in Delhi, which it ruled from 1998-2013.",,,
169,,"Kapil Mishra was one of the BJP?leaders who ran an incendiary campaign for the Delhi assembly elections.

Kapil Mishra of the BJP on Tuesday conceded defeat to Akhilesh Pati Tripathi of the AAP in the Model Town constituency in the Delhi assembly election but expressed regret at the loss.

""We need to go back to the people of Delhi. We'll be a strong opposition. I regret not winning. We couldn't understand people's expectations,"" Mishra, a former AAP MLA who joined the BJP after a public spat with his boss Arevind Kejriwal.

Mishra who had vowed to defeat the AAP, trailed for much of the counting. Earlier in the day he had said, he expected votes in his favour in the 5th and 6th rounds of counting but wasn't very optimistic.

ALSO WATCH |?AAP wins Delhi: Sanjay Singh celebrates with song, Hanuman 'prasad' distributed

By the time he conceded defeat, he seemed to put his bitterness against the AAP away.

""It is a day to congratulate Aervind Kejriwal and the AAP, says Kapil Mishra

AAP's Akhileshpati Tripathi retained the Model Town seat for AAP, thanked Kejriwal for trusting him.

""This will send the message across the country that only the politics of development will win henceforth,"" he said.

He also took a swipe at Mishra who had been in the thick of controversies during the election campaign due to his comments, most infamous of which was his encouragement to a crowd of BJP supporters gathered in support of the Citizenship Amendment Act (CAA) that chanted ""Desh Ke Gaddaron ko, Goli Maaro Salon Ko"" (shoot the anti-nationals) while referring to those who sat in protest against the act.

""Gone are those days when someone could think of winning by instigating the voters just before elections,"" Tripathi said.

During the campaign Mishra had also suggested that Shaheen Bagh protestors were sponsored by Pakistan and had likened the elections to an India-Pakistan cricket match.

A day before counting of votes on Monday, Mishra told a news agency that the ""people's mandate"" was with the BJP and he wouldn't be surprised if Kejriwal lost from the New Delhi constituency.",,,
170,,"NEW DELHI: Tight security arrangements have been put in place at various centres across the national capital where the counting of votes polled in the high-stakes February 8 Delhi assembly elections will take place on Tuesday.

The curiosity among people to know the outcome of the elections to the 70-member Delhi assembly has heightened post-exit polls that has forecast a big win for the ruling AAP, and the delay in announcement of the final voter turnout by authorities.

Complete Coverage on Delhi Elections

The election, largely seen as a battle between the ruling Aam Aadmi Party and the BJP, which went aggressive during the high-octane campaign, was held on Saturday, sealing the fate of 672 candidates -- 593 men and 79 women.

Nearly 24 hours after the polling ended in Delhi, the election commission on Sunday announced that the final voter turnout was 62.59 per cent, five per cent less than 2015, and asserted that it followed the laid down process to compile data, after the AAP questioned the ""delay"".

Authorities in the Delhi CEO Office are gearing up for the counting of votes and adequate arrangements have been made at the centres spread across 21 location in the national capital, spanning 11 districts, officials said.

The counting centres are located at CWG Sports Complex in East Delhi, NSIT Dwarka in West Delhi, Meerabai Institute of Technology and G B Pant Institute of Technology in Southeast Delhi, Sir CV Raman ITI, Dheerpur in Central Delhi, and Rajiv Gandhi Stadium in Bawana in North Delhi, among other places.

There will be 33 counting observers, officials said.

There were 13,780 polling booths where every vote was accounted for by the presiding officers which is a time-consuming exercise, Sandeep Saxena, senior deputy election commissioner, said at a press conference on Sunday.

Critical and vulnerable polling locations, numbered 545 and spanned 3,843 booths.

In view of the ongoing anti-citizenship law protest in Shaheen Bagh, the Delhi CEO's office had put all five polling stations in the area under the ""critical"" category.

Security personnel kept guard at strong rooms storing electronic voting machines (EVMs).

Delhi chief electoral officer Ranbir Singh, a day ahead of the polls, had said all EVMs have been tested and they are ""foolproof and non-tamperable"".

Exit polls on Saturday predicted an easy win for the AAP, which sought to retain power on development plank, against the BJP that ran an aggressive campaign centred around the issues of anti-CAA protests and nationalism.

Most exit polls also predicted that Congress is unlikely to open its account even this time in Delhi, which it ruled from 1998-2013.

Looking to capture power after 22 years, the BJP had mounted one of the most aggressive campaigns in the Delhi assembly polls, with Union Home Minister Amit Shah leading the saffron charge on its planks of Hindutva and nationalism, and its strident opposition to Shaheen Bagh protests.

The issue often dominated the political discourse during the campaign, with many BJP leaders targeting the ruling AAP, and the Congress, accusing them of ""misleading people"" holding anti-CAA protests in Delhi.

A section of voters on Saturday claimed that the prolonged street agitation demanding revocation of the Citizenship Amendment Act (CAA) was ""not an issue in the beginning of the campaign"" but ""political parties had slowly turned it into one"".

Ballimaran constituency recorded the highest voter turnout of 71.6 per cent among all the 70 assembly seats in the national capital, while Delhi Cantonment brought up the rear in polling percentage, according to data shared by officials on Sunday.

Okhla constituency recorded 58.84 per cent. Shaheen Bagh and Jamia Nagar fall in Okhla assembly constituency, where hectic polling had taken place till late afternoon.

Shaheen Bagh has been the epicentre of anti-CAA protests in Delhi, running into over 50 days now.

Protesters had taken turns on polling day on Saturday to cast votes to keep the agitation alive.

Seelampur constituency recorded a turnout of 71.2 per cent, according to the data.

The turnout in the 2015 assembly polls stood at 67.47 per cent.

Over 1.47 crore people were eligible to vote in the Delhi polls, including 2,32,815 in the age group of 18-19.

Voters in various categories included males (81,05,236), females (66,80,277), service voters (11,608), third gender voters (869), and senior citizens (aged 80 and above) voters (2,04,830), officials said.",,,
171,,"CPI(M) general secretary credits newly elect Delhi Chief Minister Arvind Kejriwal with adopting a clever strategy

CPI(M) general secretary Sitaram Yechury has said the drubbing that the Bharatiya Janata Party (BJP) suffered in the Delhi Assembly polls is part of a political churn that the country has been witnessing in the recent times.

The party's failure to secure absolute majorities in six Assembly elections in a row was reflective of the changing narrative from communal and nationalist jingoism to livelihood issues that affected large sections in the country, he added.

Delivering the golden jubilee memorial lecture on the theme 'Challenges of Indian Democracy - a contemporary perspective', organised by the Loyola College of Social Sciences, here on Tuesday, Mr. Yechury said the public had realised the need to raise issues that concerned sustenance and livelihood, rather than fall for the trap of communal polarisation that the BJP sought for its success.

While there was virtually no opposition for the BJP in Maharashtra and Haryana, the public took up the role to dampen their prospects.

Crediting Delhi Chief Minister Arvind Kejriwal for adopting a clever strategy, Mr. Yechury said the Aam Aadmi Party (AAP) leader refused to be drawn into the controversy surrounding the Citizenship (Amendment) Act (CAA) and the National Register of Citizens (NRC).

While there had been undercurrents of caste factors, the victory was a vote that the people of Delhi gave for the work that was done during the last five years.

The CPI(M) leader added that the ongoing agitations against the CAA including the one in Shaheen Bagh was not led by political parties, but by the common populace, particularly the student community.

He also reiterated that the implementation of the NRC would lead to complete chaos in the country.

College manager Sunny Kunnappallil presided over the programme.

Principal Saji P. Jacob and Vice Principal Sabu P. Thomas also spoke.

Lashing out at the Gujarat government for constructing walls to conceal slums ahead of U.S. President Donald Trump's visit, Mr. Yechury said it was reflective of the Centre's philosophy of ""eliminating the poor and not poverty"". He cautioned the Narendra Modi-led government that it would be making a fool out of itself by creating a charade of prosperity in the country. ""The walls will display its most inhumane face to the world,"" he said. He added that the U.S. President's visit was in reality a reciprocation to the Modi government's efforts to open the doors for foreign investment in the country.

The CPI(M) leader also questioned the denial of permission for British MP Debbie Abrahams to visit the country.",,,
172,,"The Aam Aadmi Party (AAP) leader Tahir Hussain is under fire after allegations that he is involved in the killing of Intelligence Bureau (IB) officer Ankit Sharma. He has denied the charge.

Aam Aadmi Party (AAP) leader Tahir Hussain is under fire after allegations that he is involved in the killing of Intelligence Bureau (IB) officer Ankit Sharma. The 26-year-old IB official's body was pulled out of a drain on Wednesday in Chand Bagh area in Northeast Delhi, which has seen worst riots in the last two decades.

The drain is close to Hussain's house and Sharma's family has blamed him of leading the mob to kill the 26-year-old.

Hussain is the councillor from Ward number 59, Nehru Vihar, which comes under Mustafabad assembly constituency in east Delhi and is about seven kilometres from Chand Bagh. He won the municipal election in 2017.

The 42-year-old was the richest candidate in the ward in 2017 municipal elections as he had declared assets worth Rs 16 crore in the affidavit. Of the 13 affidavits analysed by Association of Democratic Reforms (ADR), on average, the candidates from Nehru Vihar own Rs 1 crore in net assets.

Hussain had further said in his affidavit that he is a businessman and there are no criminal cases against him.

The AAP leader has denied any involvement in the riots or Sharma's death. In a Facebook post on Thursday, he said that protesters had broken into his house on February 24, after which he contacted the police and they whisked him and his family away. ""The police then took control of the building. When i returned on February 25, the people in the area started raising slogans against me. The police then advised me to leave the area, and I have not ben to that house since then. I don't know who did what in that house,"" Hussain said in the post in Hindi.

People in the neighbourhood have alleged that Hussain played an active role in the riots that engulfed the area since Sunday. Some unverified videos have gone viral on social media where a man appearing to be Hussain is seen with a stick in his hand, based on which the Bharatiya Janata Party (BJP) and its leader Kapil Mishra have upped the ante against AAP.

The AAP leader had released a video earlier on Thursday in which he rejected allegations against him. ""These are lies and baseless accusations. For our safety, my family and I had moved away from our home on Monday in police presence,"" he said in the video which was released by AAP's social media head Ankit Lal.

""It is wrong to target me. I and my family have nothing to do with it,"" Hussain futher said in the video.

Senior AAP leader Sanjay Singh said the party's stand remains clear that strictest punishment must be taken against anyone associated with spreading violence and added that Hussain has given his statement on the matter.

The violence in Northeast Delhi started after a face-off between pro- and anti-CAA protesters on Sunday and has caused at least 33 deaths, including a Delhi Police Head Constable and an IB staffer.",,,
173,,"NEW DELHI: A sharpened need for their own security, a shared grief with ""families who lost their sons"" in the northeast Delhi violence and some disappointment that the case was deferred to March 23 marked the first reactions at Shaheen Bagh after Supreme Court said it did not find the climate conducive to proceed on the road-closure case.

""Supreme Court took the decision recognising the circumstances. It had already recognised our right to protest. In the current situation, if only SC had also seen it fit to say something about our own protection,"" said Ritu Kaushik on the 75th day of the women's protest on Thursday.

The report from SC on Wednesday had brought the women to their feet. After a cathartic spell of Delhi Police hai hai and Amit Shah hai hai, the men and women collapsed back into position, grieving the ""riots and attacks"" in northeast Delhi where some have family and friends.

""How many mothers must see sons killed for politicians to gain?"" asked Fatima. From the stage, Amna Faheem tried to calm frayed tempers: ""This fight is not of religion and it will not be allowed to become one despite all efforts. People of all faiths are here and we grieve for all who are shaheed in the violence."" Notably, the elder men were also out, taking to the stage to share animal parables that talk peace and humanity. ""All youth have to be guided.""

Fear in their heart, steel in their eyes and message of peace on their lips, Shaheen Bagh spent Wednesday afternoon in dua, a tentful of people in quiet prayer.

The chatter centred on the lives lost and grieving families. ""The instigators, the ones behind it, will all have to answer god -- call him allah, call him bhagwan.""

Talking of the massive 2019 victory for Modi-led BJP, Bushaira Parveen said: ""Vote dene ka sazaa hai ye? (Is this what we get for voting them?""

The violence came as a body blow. ""This is what they will do? They keep talking population. So, kill some, nullify documents of some, chase people out by destroying their homes and documents and those who are left, keep them under their thumb,"" said a woman, who had returned from visiting the affected families in Jafrabad. ""They should know the public is against riots. That is a fact.""

Kehkeshan Riyaz said: ""One Kapil Mishra wreaked havoc. Imagine how many Kapil Mishras would have been born had the Ayodhya verdict been in our favour.""

After every outburst, they returned to talk of their protest and the necessity to secure the ""sanctuary of peace"". ""What has happened is that their misrule and kala kanoon has brought Hindus and Muslims closer. That they cannot tolerate,"" said Bushaira.

""The plan was to fatigue us out. Let this linger, the women will get tired. The idea is to crush the andolan. We held together through very difficult days, we shall continue,"" said Zia Bano. They are wary for their own security. ""Should we not be given adequate security?"" Shaheen Kauser said, ""Police in places is playing a role in worsening the social fabric,"" but refused to paint all police with the same brush. ""Yahan ki police seem more responsible,"" is the general sentiment.

""We have no expectation from any government now,"" said one, while Kauser added, ""Our only hope lies with Supreme Court."" On AAP government, Riyaz said, ""In our situation, we cannot trust political parties. But we plan to call Amanatullah Khan, our MLA, here and ask him if (CM) Kejriwal will pass a resolution against CAA and announce there will be no NPR."" Kauser said, ""We will not accept the new format.""",,,
174,,"AGRA: Hours before brandishing a country-made pistol and opening fire at a Jamia student, the minor from Jewar, who identified himself as 'Rambhakt', had posted on his Facebook wall: ""Chandan bhai, ye badla aap ke liye (Brother Chandan, this revenge is for you)"". Kasganj youth Chandan Gupta was shot dead during a Tiranga Yatra he was leading through a communally sensitive area in the western Uttar Pradesh town on January 26, 2018.

However, Chandan's father Sushil Gupta told TOI that he strongly condemned this act of violence. ""I condemn the act of opening fire at Jamia protesters in the strongest possible words. We are a non-violent society and protest should always be peaceful. I have lost my son to one such act of violence,"" Gupta said.

""I support the Citizenship Amendment Act, but violence is not the answer for those who are against the law. In fact, this violent act hampers the government efforts on CAA. His act is not justified on any parameter,"" Chandan's father said.

According to police, Chandan was killed in violence that began after a group obstructed another group taking out Tiranga Yatra to mark Republic Day, at Abdul Hameed Chowk in Kasganj city in 2018.",,,
175,,"NEW DELHI: Prime Minister Narendra Modi on Monday launched an attack on continuing anti-CAA agitation at Jamia Millia, Shaheen Bagh and other places, saying they marked an effort to disrupt harmony by protesters who were using the tricolour and Constitution to mask their real intent.

He said the protesters' professed allegiance to the Constitution was a deception aimed at distracting attention from the real intent of the conspirators and called upon voters in Delhi to support BJP to stop the anarchy from spreading further.

""Jamia ho ya Shaheen Bagh, pichhle kai dino se, citizenship amendment act ko leke pradarshan hui. Kya ye pradarshan sanyog hai? Ji nahin, ye sanyog nahin, ye prayog hai. Iske pichhe rajniti ka ek aisa design hai, jo rashtra ke sauhadra ko khandit karne ka irada rakhta hai. (Whether it is Jamia or Shaheen Bagh, anti-CAA demonstrations have been going on for the last few days. Are these demonstrations random events? No, they represent a politics that is designed to destroy national harmony),"" said the PM as he asked voters in Delhi to thwart the ""mentality"" which , if not checked, can cause similar blockades elsewhere too.

The PM's aggressive remark came as he addressed his first campaign rally in Delhi and were in sync with BJP's attempt to rally the public opinion against the sit-in at Shaheen Bagh which has gone on for over 50 days now and sparked resentment in adjoining residential areas.

""Look at the huge inconvenience it has been causing to people who commute from Delhi to Noida. People of Delhi are watching. They may be silent. But they are seething with resentment over this display of politics of vote-bank. This mindset has to be checked here itself. For, if the conspirators get powerful, more roads and lanes will be blocked similarly. We cannot allow Delhi to be pushed in the throes of anarchy. We have to stop this and every vote for BJP will help its spread. Only BJP can do that,"" he said in the backdrop of an attempt by the party to blame its rivals AAP and Congress for the Shaheen Bagh blockade.

The focus of PM's attack on Shaheen Bagh, which drew loud cheers from the large crowd, was aimed at undercutting the legitimacy that the protesters have sought to garner by displaying the tricolour and carrying copies of the Constitution. The PM suggested that the display of faith in constitutionality at anti-CAA protest sites was just a stealth tactic. ""Else, they would have heeded the spirit of a series of pronouncements from courts where they have stressed that protests should not result in violence, loss of public property and difficulties to people. After all, courts derive their authority from the very same Constitution,"" he said.

Modi also alleged that AAP and Congress were the reason why the protests have persisted. ""These should have been called off after the government's assurance (that the CAA will not deprive anybody of citizenship and implementation of NRC is not on the table yet) . But AAP and Congress are playing politics and all these things have now been exposed.""

As BJP's aggressive election campaign enters the last leg, Modi sought votes by referring to the central government's initiatives for the country and the city and put spotlight on protests over CAA. Modi will address the second rally in Dwarka on Tuesday.

The PM said Delhi's development will get a major boost after BJP comes to power in Delhi. Delhi will become free of water tankers and get better sanitation. Modi urged people to come out in large numbers and vote for BJP and NDA in Delhi elections. ""Each vote polled for BJP candidates will boost my strength also. Time has come to change Delhi,"" he said adding that in the 21st century only the politics of development will work not politics of hate.

Taking a swipe at Congress and AAP, Modi said those who questioned the Batla House encounter are now saving people who raised 'tukde tukde' slogans. The PM also slammed Delhi CM Arvind Kejriwal who had raised questions on the surgical strikes carried out by the Army.

Aware that the tans Yamuna area where the rally was held is home to a large number of 1731 unauthorised colonies, Modi listed out the Centre giving ownership rights to over 40 lakh people living in such colonies in different parts of the city. Without naming the AAP government, the PM said it was done despite obstacles being created. The development of these colonies will get a boost after BJP comes to power in Delhi, he said.

The PM said all those living in slums in Delhi will get 'pucca' houses equipped with toilet, gas and electricity connection. In an indirect attack on AAP government which has not implemented Ayushman Bharat Yojna and PM Awas Yojna in Delhi, Modi said they will continue to obstruct welfare projects till they are in power because they know nothing other than politics. Modi touched on national issues like abolition of Article 370, construction of Ram Temple and CAA for giving citizenship to persecuted minorities from Pakistan, Afghanistan and Bangladesh. He said the BJP believes in positivity and keeps the national interest supreme.",,,
176,,"Once Delhi Assembly results are out, we can be more sure-footed on it, says an AICC secretary

Of the 29 States, four States have so far passed a resolution rejecting the Citizenship (Amendment) Act (CAA), a legislation that was cleared by Parliament on December 11.

Kerala was the first one to do so on December 31, followed by Punjab on January 17, Rajasthan on January 25 and West Bengal on January 27. Together these four States send 100 members to Lok Sabha.

Of these, only two are Congress-ruled States.

The Chief Ministers of the other three Congress-ruled States -- Chhattisgarh, Madhya Pradesh and Puducherry -- have spoken out against the CAA and asserted that the National Register for Citizens will not be extended to their respective States, but a formal resolution against the CAA has not been moved in the Assembly. The official word is that the Budget sessions are scheduled for February in all the three States during which the resolution will be tabled. And there is so far no word from Maharashtra and Jharkhand where the Congress is a junior partner in the government.

The Congress feels that Haryana, Maharashtra and Jharkhand results followed by protests against the CAA, which took the government by surprise, have opened up space for them and started an anti-government narrative which so far was missing. But the party is not sure on how prolonged focus on the CAA/NRC will impact its electoral fortunes.

The insiders say the decision to push tabling the resolution for the Budget session is primarily for two reasons. One there is a growing view in the party that discussions around the CAA has rapidly reduced down to a communal debate. ""Yes, as per our convictions we have to oppose a blatantly unconstitutional law such as CAA but the question we need to answer is does it politically help us. If there is a Hindu-Muslim polarisation on the issue, then BJP will benefit. Also this obliterates any discussion on the economy,"" an AICC secretary said on condition of anonymity.

Second, the party feels that the Delhi Assembly elections, scheduled for February 8, can provide empirical evidence on the public opinion. The party is waiting to see if the BJP drastically improves its tally from the current three seats in the 70-member Assembly based on a campaign solely dependent on the CAA. ""Once the Delhi Assembly results are out, we can be more sure-footed on the CAA,"" the AICC secretary said.

""In Chhattisgarh, the Muslim population is merely 2-3%. Madhya Pradesh also has similar numbers. In both the States, the resolution will eventually be passed but perhaps not with the same urgency like the border States of Rajasthan and Punjab,"" a leader from Chhattisgarh said.

The CAA/NRC protests continue to be led by common citizens. While the Opposition will pick the flag once the citizens' participation wanes, so far it has failed to make a collective and emphatic stance. Five key Opposition parties -- Trinamool Congress, DMK, SP, BSP and AAP failed to attend a meeting organised by the Congress of all the Opposition parties on January 13.",,,
177,,"DMK wants more federalism, less centre interference, less imposition of Hindi, less intrusion of Centre in State's rights.

The AIADMK government has presented a budget without populist schemes. DMK IT wing head and legislator Palanivel Thiagarajan, an ex-banker, contends that populist schemes might come as part of the Chief Minister's announcements and why such announcements under Rule 110 in the Assembly are bad. In an interview with The Hindu on Sunday, he accuses the AIADMK government of managing the economy badly and also talks about his party affairs.

Excerpts:

They have already projected rather massive schemes and grants and subsidies year over year. Just because the man has not announced on what it is going to be used for, it doesn't mean they are not going to do it. I believe these numbers [provided in the TN budget] are just meaningless numbers. The gap between what they said they will do in the budget, what they said they have done in revised estimates and what they end up doing eventually is huge. Even between revised estimate and final account, there has been increase. They would they would have revenue deficit of ?14,000 crore in 2019-20, but in the revised estimate the figures went up to ?25,000 crore. They have perfected the art of funny money accounting.

In the old days, Ministers did their job. But now, Chief Minister has to announce new schemes under Rule 110. I guarantee you that between now and Thursday next, the CM will make some announcements under Rule 110. This is bad not just for democracy but for administration. Bad for administration because it concentrates power on one person. Bad to democracy is the sense, what is the point of having a legislature and a Cabinet. So, I don't yet share your optimism that it is only because of debts, there are no populist schemes.

I am not senior enough in the party that I make policy decisions. My leader would tell the way. But in my professional opinion, as an ex-banker, I think we have to consider some serious restructuring because we have reached a point where the non-discretionary spending - pensions, salary, non-wage operational and maintenance expense and interest rates, has taken up almost 100% of the State's own revenue. That means there is no money left to do anything on your own. But, you cannot cut down on the first three non-discretionary spending, but you can cut down the fourth - interest rates. The cost of interest rates has escalated beyond all measures.

People who do not admit their problems, can't fix their problems. I have been saying since 2016, your biggest problem is the revenue as a percentage on GSDP has dropped dramatically. It has dropped from 14.45% during Thalaivar Kalaignar [M. Karunanidhi]'s rule to 12.67% during Ammaiyar [Jayalalithaa]'s rule to 10.4% during this rule. There are certain expenses you cannot cut out -- pensions, salaries, non-wage operational and maintenance and interest rates.

Just because you corrected your mistake [revoking public exams for Class 5 and 8], you are not me. DMK is for the Special Agriculture Zone but we are asking as to how the government is going to implement it. There are several other issues, in which the AIADMK is on other side. Why didn't they get their alliance party over exempting NEET for Tamil Nadu? DMK wants more federalism, less centre interference, less imposition of Hindi, less intrusion of Centre in State's rights. We are against CAA-NRC-NPR, we are against new educational policy but the AIADMK government doesn't seem to oppose any of these.

It's a deeply personal question. I feel that all powerful people in the world engage specialists as and when required. I have been a consultant for several great organisations. Every person, who has a unique skill, as long as they can add value to an organisation. They come and work for the organisation. Mr. Kishor has worked as a consultant for the BJP. Does it mean that he has shaped Mr. Modi's policies? Such a man should be seen as a professional, who come in as a consultant. Consultants work for all different competitors in the same industry. The reason they are brought in as consultants is that they have a broader view than internal office-bearers.

Mr. Kishor has now clearly developed a particular philosophy. He is pro Constitution, against centralisation, against autocracy, against CAA, NRC and NPC and pro federalism. He has exited JD (U) over CAA.

I am appalled. It is morally reprehensible. I am a Hindu and I have faith. And I think a true Hindu would not thrust his belief on others and in fact would defend others' faith as his own. The BJP is doing politics by dividing people based on religion. I think that is vile and uncouth and in fact, un-Hindu. My grandfather made the idol in Swamimalai and donated it to Sabaraimala. The DMK through its thiruppanis while in government has done more service to Hinduism that all Brahmins combined. I have done more to Hinduism that Mr. Ganesan and H. Raja combined.

The CAA is not a complicated law. Union Home Minister Amit Shah had said ""Aap chronology samajh lijiye [You all please understand the chronology - to say that the CAB will come and then the NRC]"". Either Mr. Udhayakumar is genuinely unaware of the CAA or he is playing petty politics. Let Mr. Udhayakumar print pamphlets over CAA and carry out a campaign in support of the CAA or let him explain what Mr. Shah has said will not happen at all.",,,
